transaction_id,user_id,product_id,quantity,unit_price,total_amount,payment_method,transaction_date,status,payment_encoded
74,928,301,2,135.94,271.88,credit_card,2026-02-11 22:44:09,completed,1
75,703,434,1,493.89,493.89,credit_card,2026-03-31 16:15:52,completed,1
76,980,354,1,65.01,65.01,credit_card,2026-01-21 10:58:09,completed,1
77,759,313,1,392.98,392.98,upi,2026-04-16 03:29:42,refunded,3
78,616,83,3,487.4,1462.2,debit_card,2026-04-10 05:13:16,completed,2
79,995,360,4,139.27,557.08,debit_card,2026-02-26 02:31:31,cancelled,2
80,544,15,3,483.13,1449.39,upi,2026-05-24 10:40:50,completed,3
81,504,433,1,185.81,185.81,wallet,2026-05-10 02:12:51,completed,4
82,133,382,5,498.99,2494.95,debit_card,2026-02-20 02:39:11,completed,2
83,295,190,2,364.95,729.9,debit_card,2026-03-24 04:45:09,pending,2
84,515,153,3,365.76,1097.28,cod,2026-07-15 23:58:23,completed,0
85,129,252,3,113.13,339.39,cod,2026-03-09 16:08:57,completed,0
86,492,484,2,183.29,366.58,credit_card,2026-04-04 10:59:44,completed,1
87,204,78,5,486.07,2430.35,wallet,2026-02-21 13:09:06,pending,4
88,537,404,1,245.26,245.26,credit_card,2026-04-25 03:03:39,completed,1
89,413,189,5,376.31,1881.55,wallet,2026-06-06 16:28:32,completed,4
90,884,378,1,59.63,59.63,debit_card,2026-02-21 07:16:55,pending,2
91,38,295,3,243.35,730.05,debit_card,2026-05-18 00:53:02,completed,2
92,646,499,3,279.81,839.43,wallet,2026-06-27 07:00:45,completed,4
93,762,398,1,84.37,84.37,wallet,2026-03-02 15:17:26,completed,4
94,229,72,5,185.17,925.85,debit_card,2026-01-22 12:43:34,completed,2
95,234,20,1,279.68,279.68,wallet,2026-02-22 12:33:37,completed,4
96,288,76,4,167.01,668.04,upi,2026-03-17 18:00:31,completed,3
97,747,455,4,420.56,1682.24,credit_card,2026-03-11 23:40:05,completed,1
98,245,393,3,352.16,1056.48,debit_card,2026-07-04 10:10:36,pending,2
99,154,337,1,105.37,105.37,cod,2026-06-06 10:27:45,completed,0
100,610,29,2,222.34,444.68,upi,2026-05-05 19:10:10,completed,3
101,821,174,5,238.04,1190.2,debit_card,2026-05-26 06:06:42,completed,2
102,201,180,1,431.89,431.89,upi,2026-03-04 21:55:51,completed,3
103,808,186,4,68.82,275.28,wallet,2026-01-31 09:14:19,completed,4
104,753,157,1,21.37,21.37,cod,2026-07-11 23:06:02,completed,0
105,346,496,4,168.6,674.4,wallet,2026-02-18 21:56:18,cancelled,4
106,577,481,3,32.26,96.78,credit_card,2026-03-22 01:29:37,completed,1
107,605,342,4,21.12,84.48,debit_card,2026-06-26 19:42:46,completed,2
108,606,91,5,201.14,1005.7,cod,2026-02-08 21:11:51,pending,0
109,649,279,5,421.69,2108.45,wallet,2026-05-12 17:03:50,completed,4
110,633,282,1,238.69,238.69,wallet,2026-05-02 07:34:48,completed,4
111,827,210,3,444.36,1333.08,debit_card,2026-04-24 04:09:08,completed,2
112,61,150,3,346.8,1040.4,cod,2026-02-13 06:11:37,completed,0
113,589,352,2,407.84,815.68,upi,2026-02-05 11:00:52,completed,3
114,501,36,3,318.04,954.12,debit_card,2026-07-05 02:55:40,completed,2
115,869,38,2,293.07,586.14,wallet,2026-03-20 07:43:25,completed,4
116,229,330,1,283.77,283.77,upi,2026-03-31 20:14:15,completed,3
117,274,19,1,73.24,73.24,debit_card,2026-05-08 01:57:41,completed,2
118,684,432,4,165.09,660.36,wallet,2026-02-01 09:00:35,completed,4
119,262,344,4,54.87,219.48,wallet,2026-01-22 18:31:40,completed,4
120,568,158,3,412.64,1237.92,debit_card,2026-01-28 02:35:07,completed,2
121,352,121,4,411.72,1646.88,debit_card,2026-04-13 06:31:52,completed,2
122,159,455,2,420.56,841.12,cod,2026-01-21 10:57:49,completed,0
123,777,54,3,302.49,907.47,cod,2026-01-27 20:37:29,completed,0
124,859,252,1,113.13,113.13,debit_card,2026-05-14 02:35:09,pending,2
125,656,108,1,162.41,162.41,wallet,2026-02-26 12:09:21,pending,4
126,487,354,3,65.01,195.03,wallet,2026-02-20 23:59:40,completed,4
127,505,326,2,177.31,354.62,wallet,2026-02-25 21:50:19,completed,4
128,181,246,4,217.11,868.44,credit_card,2026-05-14 23:04:47,completed,1
129,753,170,5,362.04,1810.2,wallet,2026-02-16 20:23:34,completed,4
130,662,228,3,267.53,802.59,wallet,2026-03-27 20:15:20,completed,4
131,277,457,2,70.12,140.24,debit_card,2026-06-30 10:09:53,completed,2
132,467,37,2,204.41,408.82,wallet,2026-07-05 07:10:45,refunded,4
133,560,204,4,167.69,670.76,credit_card,2026-06-24 15:47:20,completed,1
134,118,75,1,490.8,490.8,upi,2026-03-07 06:15:59,completed,3
135,228,232,4,209.31,837.24,cod,2026-06-16 17:19:31,completed,0
136,415,315,1,226.06,226.06,cod,2026-05-18 00:24:42,cancelled,0
137,463,194,2,106.72,213.44,upi,2026-04-11 06:13:31,pending,3
138,776,110,4,91.9,367.6,credit_card,2026-05-24 07:33:15,completed,1
139,409,338,4,460.49,1841.96,upi,2026-03-27 05:46:29,completed,3
140,778,419,5,232.88,1164.4,credit_card,2026-05-17 16:56:56,completed,1
141,734,251,1,114.49,114.49,upi,2026-05-23 23:24:39,pending,3
142,26,278,4,388.51,1554.04,wallet,2026-05-15 00:09:05,completed,4
143,855,127,3,444.53,1333.59,wallet,2026-01-26 04:33:25,refunded,4
144,179,304,1,92.82,92.82,upi,2026-07-08 23:47:36,completed,3
145,293,409,1,472.58,472.58,cod,2026-06-26 15:11:37,cancelled,0
146,443,436,3,371.09,1113.27,credit_card,2026-07-06 00:28:32,completed,1
147,205,298,5,260.74,1303.7,debit_card,2026-03-10 04:05:06,pending,2
148,867,64,5,33.66,168.3,wallet,2026-04-19 01:07:06,completed,4
149,560,49,1,441.09,441.09,credit_card,2026-01-28 01:11:16,completed,1
150,100,301,5,135.94,679.7,cod,2026-03-31 02:13:41,cancelled,0
151,110,311,3,81.62,244.86,wallet,2026-07-04 08:57:44,pending,4
152,613,438,2,108.46,216.92,wallet,2026-01-25 21:49:14,pending,4
153,261,132,5,183.61,918.05,cod,2026-03-02 17:36:14,completed,0
154,975,310,5,190.64,953.2,wallet,2026-05-18 07:40:49,completed,4
155,797,265,5,193.8,969.0,debit_card,2026-01-29 11:09:31,completed,2
156,138,378,2,59.63,119.26,cod,2026-01-21 13:03:16,completed,0
157,288,114,1,353.75,353.75,credit_card,2026-06-17 22:51:19,completed,1
158,573,129,3,445.43,1336.29,debit_card,2026-06-22 12:44:43,completed,2
159,622,246,1,217.11,217.11,debit_card,2026-07-16 02:26:50,pending,2
160,201,241,2,122.61,245.22,wallet,2026-04-02 18:42:42,cancelled,4
161,296,443,3,434.37,1303.11,debit_card,2026-03-10 14:43:53,completed,2
162,750,484,2,183.29,366.58,credit_card,2026-03-21 04:06:27,completed,1
163,606,367,1,467.75,467.75,upi,2026-01-23 08:58:54,completed,3
164,280,496,4,168.6,674.4,cod,2026-03-26 10:19:45,completed,0
165,785,71,2,6.27,12.54,wallet,2026-01-29 21:01:56,completed,4
166,786,488,1,493.66,493.66,credit_card,2026-05-23 15:29:24,completed,1
167,746,355,1,326.68,326.68,credit_card,2026-05-18 07:34:15,completed,1
168,240,322,5,393.06,1965.3,cod,2026-06-11 11:33:38,completed,0
169,329,121,4,411.72,1646.88,wallet,2026-05-15 04:37:43,completed,4
170,865,362,5,87.62,438.1,wallet,2026-06-25 05:24:08,completed,4
171,61,436,5,371.09,1855.45,wallet,2026-01-28 01:08:41,completed,4
172,779,56,1,249.97,249.97,debit_card,2026-03-19 10:10:40,pending,2
173,365,25,3,271.12,813.36,wallet,2026-02-27 14:34:24,completed,4
174,93,50,2,283.83,567.66,upi,2026-06-25 03:03:11,pending,3
175,449,205,2,95.52,191.04,wallet,2026-07-03 14:09:35,completed,4
176,806,159,2,246.95,493.9,debit_card,2026-05-24 10:33:50,completed,2
177,291,136,4,27.09,108.36,cod,2026-06-01 01:14:42,completed,0
178,229,35,5,357.14,1785.7,credit_card,2026-04-14 05:40:16,pending,1
179,257,155,3,396.79,1190.37,upi,2026-01-28 07:20:00,completed,3
180,291,19,5,73.24,366.2,upi,2026-05-15 13:26:49,pending,3
181,220,184,2,269.22,538.44,upi,2026-03-23 03:16:57,completed,3
182,597,372,5,269.87,1349.35,debit_card,2026-06-03 05:12:05,completed,2
183,131,307,3,395.83,1187.49,upi,2026-06-06 16:55:15,completed,3
184,324,330,3,283.77,851.31,upi,2026-06-19 02:55:49,completed,3
185,673,14,1,186.07,186.07,wallet,2026-03-25 05:10:39,completed,4
186,784,181,3,160.14,480.42,cod,2026-07-02 23:19:17,completed,0
187,690,476,5,315.09,1575.45,wallet,2026-04-07 01:44:32,completed,4
188,57,11,5,97.26,486.3,credit_card,2026-05-08 03:27:31,completed,1
189,162,322,1,393.06,393.06,upi,2026-04-12 10:52:13,completed,3
190,776,80,1,5.72,5.72,wallet,2026-03-13 12:03:33,completed,4
191,53,158,3,412.64,1237.92,wallet,2026-06-17 11:43:03,pending,4
192,497,314,5,290.94,1454.7,debit_card,2026-06-14 11:47:23,completed,2
193,221,284,1,253.57,253.57,credit_card,2026-06-02 06:28:59,completed,1
194,846,181,2,160.14,320.28,upi,2026-04-02 19:53:42,completed,3
195,593,100,1,208.94,208.94,upi,2026-06-12 18:13:58,completed,3
196,123,208,3,402.12,1206.36,wallet,2026-07-13 11:05:55,cancelled,4
197,127,399,5,186.72,933.6,cod,2026-07-10 03:45:24,completed,0
198,860,256,3,225.55,676.65,debit_card,2026-04-19 06:33:13,completed,2
199,652,220,5,107.39,536.95,debit_card,2026-05-14 04:57:57,completed,2
200,987,319,5,23.69,118.45,upi,2026-07-18 02:02:09,completed,3
201,779,350,3,269.32,807.96,upi,2026-04-25 20:55:35,completed,3
202,359,147,2,393.94,787.88,cod,2026-03-26 01:54:59,completed,0
203,160,291,1,260.6,260.6,debit_card,2026-07-10 02:35:27,completed,2
204,183,405,3,313.87,941.61,wallet,2026-05-05 08:49:55,completed,4
205,371,489,3,424.66,1273.98,upi,2026-07-07 07:08:22,completed,3
206,298,452,1,70.23,70.23,credit_card,2026-04-16 08:01:39,completed,1
207,185,121,4,411.72,1646.88,cod,2026-06-24 09:47:48,pending,0
208,284,497,1,243.34,243.34,debit_card,2026-07-13 12:57:40,refunded,2
209,686,210,4,444.36,1777.44,cod,2026-03-29 15:56:52,completed,0
210,318,337,3,105.37,316.11,wallet,2026-05-18 04:30:24,completed,4
211,876,282,1,238.69,238.69,upi,2026-05-17 01:37:23,completed,3
212,64,131,2,122.59,245.18,debit_card,2026-04-28 19:25:16,completed,2
213,314,106,5,330.15,1650.75,debit_card,2026-04-11 07:43:18,completed,2
214,872,323,1,123.43,123.43,debit_card,2026-06-26 11:50:32,completed,2
215,410,387,3,468.43,1405.29,debit_card,2026-02-17 00:25:14,completed,2
216,210,445,2,252.82,505.64,credit_card,2026-03-03 08:43:55,completed,1
217,97,365,1,370.11,370.11,credit_card,2026-02-23 14:56:35,cancelled,1
218,181,297,4,24.4,97.6,wallet,2026-02-10 10:33:03,completed,4
219,326,162,1,138.2,138.2,cod,2026-06-27 14:36:48,completed,0
220,496,280,3,365.08,1095.24,debit_card,2026-01-23 14:59:16,completed,2
221,457,164,5,403.52,2017.6,upi,2026-03-18 12:19:53,completed,3
222,249,24,2,20.28,40.56,cod,2026-03-19 04:11:53,completed,0
223,652,233,1,357.38,357.38,cod,2026-01-25 11:33:59,completed,0
224,876,392,3,172.52,517.56,credit_card,2026-03-02 21:24:16,pending,1
225,334,357,4,234.56,938.24,wallet,2026-02-17 15:19:10,completed,4
226,662,139,4,212.22,848.88,credit_card,2026-04-05 19:01:07,completed,1
227,672,353,3,183.68,551.04,upi,2026-05-26 03:11:37,completed,3
228,619,414,3,277.29,831.87,debit_card,2026-07-13 17:24:02,refunded,2
229,137,193,1,211.3,211.3,upi,2026-03-20 07:10:24,completed,3
230,310,5,4,243.97,975.88,upi,2026-02-21 13:05:27,completed,3
231,892,7,2,53.32,106.64,credit_card,2026-05-11 16:07:52,completed,1
232,671,149,2,204.47,408.94,cod,2026-03-02 09:03:40,completed,0
233,64,496,1,168.6,168.6,cod,2026-02-01 17:18:26,completed,0
234,831,295,1,243.35,243.35,debit_card,2026-04-16 23:41:10,completed,2
235,880,455,1,420.56,420.56,wallet,2026-07-16 13:27:12,pending,4
236,679,162,4,138.2,552.8,upi,2026-03-25 21:09:19,refunded,3
237,956,80,4,5.72,22.88,wallet,2026-07-01 15:57:48,completed,4
238,882,319,3,23.69,71.07,cod,2026-04-25 18:28:04,completed,0
239,415,139,1,212.22,212.22,cod,2026-02-13 18:04:27,refunded,0
240,847,324,2,179.8,359.6,upi,2026-06-11 05:29:10,completed,3
241,477,283,1,367.95,367.95,upi,2026-02-22 16:41:15,completed,3
242,44,120,4,168.93,675.72,credit_card,2026-06-08 10:11:07,completed,1
243,119,400,1,311.77,311.77,upi,2026-03-27 23:26:54,pending,3
244,331,77,3,284.08,852.24,cod,2026-06-12 22:25:03,completed,0
245,274,323,2,123.43,246.86,credit_card,2026-07-15 19:54:32,completed,1
246,889,423,3,43.85,131.55,debit_card,2026-03-07 13:45:44,completed,2
247,85,297,1,24.4,24.4,credit_card,2026-03-03 06:46:42,completed,1
248,723,45,4,201.19,804.76,credit_card,2026-07-10 22:15:04,cancelled,1
249,928,153,5,365.76,1828.8,wallet,2026-05-04 06:27:06,cancelled,4
250,756,50,1,283.83,283.83,debit_card,2026-06-14 07:07:21,completed,2
251,304,471,3,128.79,386.37,credit_card,2026-04-26 09:29:28,completed,1
252,542,286,3,113.32,339.96,credit_card,2026-04-06 21:53:36,completed,1
253,465,191,4,357.0,1428.0,debit_card,2026-06-03 10:56:48,completed,2
254,323,485,2,411.03,822.06,debit_card,2026-07-16 04:37:17,completed,2
255,959,345,4,122.38,489.52,cod,2026-04-11 04:26:13,completed,0
256,324,285,3,93.68,281.04,wallet,2026-04-19 12:19:34,completed,4
257,343,169,2,383.91,767.82,upi,2026-02-09 03:17:51,pending,3
258,735,419,5,232.88,1164.4,wallet,2026-04-02 00:05:42,completed,4
259,496,433,3,185.81,557.43,credit_card,2026-03-29 19:17:36,completed,1
260,61,166,1,8.64,8.64,credit_card,2026-05-28 05:57:38,completed,1
261,447,341,4,376.33,1505.32,upi,2026-03-03 04:42:58,completed,3
262,867,307,2,395.83,791.66,debit_card,2026-02-09 15:52:46,completed,2
263,543,101,3,72.93,218.79,cod,2026-02-25 10:57:30,completed,0
264,56,110,2,91.9,183.8,debit_card,2026-03-08 14:54:59,completed,2
265,639,166,2,8.64,17.28,credit_card,2026-01-25 08:39:51,completed,1
266,9,403,4,26.67,106.68,debit_card,2026-05-03 03:49:25,completed,2
267,916,212,1,263.94,263.94,wallet,2026-04-20 20:26:36,pending,4
268,98,372,3,269.87,809.61,credit_card,2026-05-07 19:12:46,completed,1
269,703,140,1,44.08,44.08,cod,2026-05-05 11:39:31,completed,0
270,530,334,3,202.47,607.41,upi,2026-04-28 07:05:48,completed,3
271,657,68,5,404.52,2022.6,upi,2026-04-25 21:57:25,completed,3
272,238,457,4,70.12,280.48,credit_card,2026-07-16 17:40:10,pending,1
273,172,301,2,135.94,271.88,cod,2026-06-13 23:28:08,completed,0
274,290,20,3,279.68,839.04,upi,2026-07-10 10:09:26,completed,3
275,640,173,3,423.48,1270.44,cod,2026-05-29 04:59:46,completed,0
276,426,393,2,352.16,704.32,wallet,2026-04-25 10:09:31,completed,4
277,620,180,5,431.89,2159.45,debit_card,2026-04-24 10:35:17,cancelled,2
278,209,267,2,340.26,680.52,upi,2026-02-11 23:24:41,refunded,3
279,636,77,4,284.08,1136.32,credit_card,2026-05-28 14:03:52,completed,1
280,100,469,3,49.77,149.31,wallet,2026-04-21 19:49:07,completed,4
281,422,57,3,493.51,1480.53,upi,2026-05-05 22:25:43,pending,3
282,510,145,2,295.85,591.7,credit_card,2026-06-02 21:37:00,completed,1
283,909,411,4,210.52,842.08,upi,2026-02-07 13:51:57,pending,3
284,871,71,4,6.27,25.08,upi,2026-02-13 05:47:18,completed,3
285,954,18,1,95.61,95.61,cod,2026-06-17 10:41:36,completed,0
286,902,450,5,480.5,2402.5,cod,2026-03-09 15:49:48,completed,0
287,994,454,4,458.97,1835.88,upi,2026-06-15 20:24:06,cancelled,3
288,893,132,2,183.61,367.22,credit_card,2026-05-17 19:52:18,completed,1
289,523,71,5,6.27,31.35,debit_card,2026-04-07 16:59:58,completed,2
290,509,126,2,150.98,301.96,wallet,2026-05-30 05:52:47,completed,4
291,370,228,3,267.53,802.59,credit_card,2026-03-13 16:38:00,completed,1
292,842,108,4,162.41,649.64,debit_card,2026-03-17 02:09:04,cancelled,2
293,937,248,4,300.46,1201.84,cod,2026-05-04 12:18:11,completed,0
294,788,392,4,172.52,690.08,upi,2026-02-24 08:50:26,pending,3
295,406,370,5,157.39,786.95,credit_card,2026-07-12 21:23:23,pending,1
296,381,419,3,232.88,698.64,cod,2026-04-18 15:55:03,completed,0
297,380,239,3,346.84,1040.52,upi,2026-03-12 22:14:55,pending,3
298,562,235,3,348.68,1046.04,debit_card,2026-05-13 13:13:18,completed,2
299,3,255,2,363.37,726.74,credit_card,2026-03-03 23:31:51,completed,1
300,182,340,3,247.95,743.85,debit_card,2026-03-11 18:01:20,completed,2
301,384,23,3,210.74,632.22,upi,2026-06-03 02:31:34,completed,3
302,32,488,4,493.66,1974.64,wallet,2026-04-05 09:44:12,completed,4
303,612,268,2,74.98,149.96,cod,2026-02-26 17:25:50,completed,0
304,293,271,5,337.13,1685.65,wallet,2026-06-02 14:50:59,completed,4
305,866,349,1,239.13,239.13,upi,2026-04-13 15:38:14,completed,3
306,50,403,1,26.67,26.67,cod,2026-05-02 10:51:44,completed,0
307,643,206,5,400.95,2004.75,debit_card,2026-06-20 03:23:59,completed,2
308,437,406,2,360.33,720.66,cod,2026-05-27 14:45:29,completed,0
309,746,395,1,346.18,346.18,upi,2026-07-10 19:39:03,completed,3
310,40,93,2,55.44,110.88,credit_card,2026-01-23 03:26:55,cancelled,1
311,322,152,5,486.39,2431.95,debit_card,2026-03-24 11:39:37,completed,2
312,848,42,3,13.06,39.18,cod,2026-04-12 13:31:54,completed,0
313,285,123,2,28.83,57.66,cod,2026-05-07 20:40:37,completed,0
314,432,218,3,161.45,484.35,debit_card,2026-03-12 16:51:46,completed,2
315,666,239,4,346.84,1387.36,wallet,2026-05-11 21:34:25,completed,4
316,586,262,2,197.08,394.16,wallet,2026-04-11 17:37:47,completed,4
317,830,472,4,354.58,1418.32,wallet,2026-05-01 11:40:46,completed,4
318,272,93,5,55.44,277.2,upi,2026-04-22 01:29:37,completed,3
319,933,409,1,472.58,472.58,credit_card,2026-06-09 07:55:49,completed,1
320,484,233,2,357.38,714.76,wallet,2026-01-29 17:13:18,completed,4
321,181,467,4,98.98,395.92,wallet,2026-02-13 00:10:30,completed,4
322,426,59,2,38.43,76.86,cod,2026-06-29 21:52:57,completed,0
323,867,186,3,68.82,206.46,upi,2026-06-24 04:57:43,completed,3
324,357,137,3,35.51,106.53,credit_card,2026-05-20 15:40:55,completed,1
325,148,461,3,463.09,1389.27,credit_card,2026-02-10 21:39:11,cancelled,1
326,898,81,5,491.64,2458.2,upi,2026-01-30 17:36:14,completed,3
327,584,338,4,460.49,1841.96,credit_card,2026-05-17 17:53:31,completed,1
328,85,467,5,98.98,494.9,cod,2026-07-10 09:03:50,completed,0
329,430,483,1,84.86,84.86,upi,2026-03-17 14:33:38,completed,3
330,462,458,5,119.3,596.5,wallet,2026-02-09 10:37:05,completed,4
331,352,461,2,463.09,926.18,cod,2026-03-30 00:58:38,cancelled,0
332,264,484,3,183.29,549.87,cod,2026-06-25 19:07:54,completed,0
333,409,147,3,393.94,1181.82,credit_card,2026-05-29 05:34:38,pending,1
334,354,71,3,6.27,18.81,wallet,2026-05-09 08:09:02,completed,4
335,152,273,1,476.01,476.01,upi,2026-05-05 08:25:30,completed,3
336,953,407,1,401.5,401.5,cod,2026-05-04 20:46:38,pending,0
337,370,471,1,128.79,128.79,debit_card,2026-02-24 07:01:08,completed,2
338,117,7,5,53.32,266.6,upi,2026-07-03 18:02:01,completed,3
339,642,439,3,313.41,940.23,debit_card,2026-06-18 07:36:41,completed,2
340,665,148,2,329.12,658.24,debit_card,2026-06-07 22:57:31,completed,2
341,94,387,1,468.43,468.43,cod,2026-01-27 14:11:05,completed,0
342,537,375,4,85.82,343.28,debit_card,2026-05-23 03:26:52,completed,2
343,374,401,2,410.43,820.86,debit_card,2026-03-16 06:25:46,completed,2
344,242,43,3,495.96,1487.88,cod,2026-05-22 09:37:37,completed,0
345,707,467,5,98.98,494.9,cod,2026-03-23 16:56:30,completed,0
346,729,350,4,269.32,1077.28,wallet,2026-01-28 22:14:46,completed,4
347,569,466,1,200.83,200.83,credit_card,2026-07-18 05:09:07,completed,1
348,777,123,1,28.83,28.83,wallet,2026-03-01 03:38:07,completed,4
349,540,99,2,143.53,287.06,wallet,2026-07-07 07:26:02,pending,4
350,1000,453,1,345.82,345.82,credit_card,2026-02-22 08:57:18,completed,1
351,224,93,5,55.44,277.2,cod,2026-04-04 04:26:32,completed,0
352,698,336,5,252.0,1260.0,credit_card,2026-02-11 07:58:46,completed,1
353,725,195,3,332.93,998.79,cod,2026-04-03 00:48:11,completed,0
354,771,254,5,193.78,968.9,debit_card,2026-02-22 16:00:59,pending,2
355,198,110,3,91.9,275.7,credit_card,2026-03-20 14:15:13,completed,1
356,694,114,2,353.75,707.5,debit_card,2026-01-22 21:04:17,completed,2
357,330,18,5,95.61,478.05,wallet,2026-03-24 21:41:34,refunded,4
358,383,224,4,448.95,1795.8,debit_card,2026-03-20 05:14:24,completed,2
359,854,353,1,183.68,183.68,cod,2026-02-04 23:11:12,completed,0
360,822,162,3,138.2,414.6,cod,2026-01-24 04:39:53,completed,0
361,917,112,1,359.88,359.88,wallet,2026-01-22 15:34:26,completed,4
