user_id,product_id,rating,n_interactions,has_viewed,has_carted,has_purchased
178,429,5,0.0,0.0,0.0,0.0
449,13,3,0.0,0.0,0.0,0.0
35,372,1,0.0,0.0,0.0,0.0
746,173,3,0.0,0.0,0.0,0.0
694,86,4,0.0,0.0,0.0,0.0
131,208,2,0.0,0.0,0.0,0.0
353,48,3,0.0,0.0,0.0,0.0
547,496,1,0.0,0.0,0.0,0.0
823,257,4,0.0,0.0,0.0,0.0
478,93,2,0.0,0.0,0.0,0.0
260,348,3,0.0,0.0,0.0,0.0
488,144,2,0.0,0.0,0.0,0.0
363,397,1,1.0,1.0,0.0,0.0
478,429,2,0.0,0.0,0.0,0.0
624,337,3,0.0,0.0,0.0,0.0
793,13,3,1.0,0.0,1.0,0.0
754,146,5,0.0,0.0,0.0,0.0
495,301,5,0.0,0.0,0.0,1.0
79,209,5,0.0,0.0,0.0,0.0
921,197,5,0.0,0.0,0.0,0.0
25,164,4,0.0,0.0,0.0,0.0
751,199,1,0.0,0.0,0.0,0.0
824,129,5,0.0,0.0,0.0,0.0
936,379,2,0.0,0.0,0.0,0.0
468,314,3,0.0,0.0,0.0,0.0
457,141,2,0.0,0.0,0.0,0.0
678,279,5,0.0,0.0,0.0,0.0
153,93,2,1.0,1.0,0.0,0.0
418,155,3,0.0,0.0,0.0,0.0
270,35,1,0.0,0.0,0.0,0.0
823,277,3,0.0,0.0,0.0,0.0
713,190,2,0.0,0.0,0.0,0.0
989,214,3,0.0,0.0,0.0,0.0
856,277,3,0.0,0.0,0.0,0.0
809,39,5,0.0,0.0,0.0,0.0
578,368,5,0.0,0.0,0.0,0.0
957,217,4,0.0,0.0,0.0,0.0
831,352,2,0.0,0.0,0.0,0.0
399,312,4,0.0,0.0,0.0,0.0
397,112,1,0.0,0.0,0.0,0.0
81,61,1,0.0,0.0,0.0,0.0
629,17,5,0.0,0.0,0.0,0.0
495,414,2,0.0,0.0,0.0,0.0
596,139,5,0.0,0.0,0.0,0.0
588,34,2,0.0,0.0,0.0,0.0
674,307,1,0.0,0.0,0.0,0.0
669,269,4,0.0,0.0,0.0,0.0
965,139,5,1.0,1.0,0.0,0.0
393,256,4,0.0,0.0,0.0,0.0
221,75,1,1.0,1.0,0.0,0.0
970,358,3,1.0,0.0,0.0,0.0
726,105,5,0.0,0.0,0.0,0.0
214,270,5,0.0,0.0,0.0,0.0
44,463,4,0.0,0.0,0.0,0.0
894,59,1,0.0,0.0,0.0,0.0
314,191,3,0.0,0.0,0.0,0.0
218,431,4,0.0,0.0,0.0,0.0
748,308,1,0.0,0.0,0.0,0.0
997,196,4,0.0,0.0,0.0,0.0
375,342,4,0.0,0.0,0.0,0.0
514,181,5,0.0,0.0,0.0,0.0
148,460,1,0.0,0.0,0.0,0.0
801,153,5,0.0,0.0,0.0,0.0
379,436,3,0.0,0.0,0.0,0.0
489,308,5,0.0,0.0,0.0,0.0
961,402,4,1.0,0.0,0.0,0.0
981,259,3,0.0,0.0,0.0,0.0
920,157,5,0.0,0.0,0.0,0.0
893,169,5,0.0,0.0,0.0,0.0
330,30,1,0.0,0.0,0.0,0.0
730,417,2,0.0,0.0,0.0,0.0
417,183,2,0.0,0.0,0.0,0.0
546,361,3,0.0,0.0,0.0,0.0
788,469,4,0.0,0.0,0.0,0.0
976,80,1,0.0,0.0,0.0,0.0
958,117,3,0.0,0.0,0.0,0.0
222,23,2,0.0,0.0,0.0,0.0
756,4,5,0.0,0.0,0.0,0.0
464,226,1,0.0,0.0,0.0,0.0
49,268,4,0.0,0.0,0.0,0.0
146,288,1,0.0,0.0,0.0,0.0
966,384,3,0.0,0.0,0.0,0.0
246,475,3,0.0,0.0,0.0,0.0
640,261,3,1.0,0.0,0.0,0.0
660,98,5,0.0,0.0,0.0,0.0
535,42,1,0.0,0.0,0.0,0.0
166,163,4,0.0,0.0,0.0,0.0
73,129,1,0.0,0.0,0.0,0.0
66,487,5,0.0,0.0,0.0,0.0
68,189,1,0.0,0.0,0.0,0.0
806,367,3,0.0,0.0,0.0,0.0
240,67,3,0.0,0.0,0.0,0.0
161,84,4,0.0,0.0,0.0,0.0
565,168,1,0.0,0.0,0.0,0.0
357,318,4,0.0,0.0,0.0,0.0
1,370,3,0.0,0.0,0.0,0.0
753,128,1,0.0,0.0,0.0,0.0
65,7,2,0.0,0.0,0.0,0.0
54,240,2,0.0,0.0,0.0,0.0
9,351,1,0.0,0.0,0.0,0.0
420,153,5,0.0,0.0,0.0,0.0
924,22,3,0.0,0.0,0.0,0.0
589,432,1,0.0,0.0,0.0,0.0
866,399,1,0.0,0.0,0.0,0.0
832,232,4,0.0,0.0,0.0,0.0
86,50,5,0.0,0.0,0.0,0.0
711,217,4,0.0,0.0,0.0,0.0
449,429,3,0.0,0.0,0.0,0.0
460,312,5,0.0,0.0,0.0,0.0
857,273,3,0.0,0.0,0.0,0.0
845,87,5,0.0,0.0,0.0,0.0
883,24,4,0.0,0.0,0.0,0.0
361,394,1,1.0,1.0,0.0,0.0
939,229,5,0.0,0.0,0.0,0.0
20,241,2,0.0,0.0,0.0,0.0
109,164,1,0.0,0.0,0.0,0.0
189,327,3,0.0,0.0,0.0,0.0
800,124,3,0.0,0.0,0.0,0.0
140,1,2,2.0,1.0,1.0,0.0
379,39,4,0.0,0.0,0.0,0.0
292,469,3,0.0,0.0,0.0,0.0
550,45,1,0.0,0.0,0.0,0.0
683,97,4,0.0,0.0,0.0,0.0
504,334,2,0.0,0.0,0.0,0.0
430,182,4,0.0,0.0,0.0,0.0
456,280,2,0.0,0.0,0.0,0.0
468,426,4,1.0,0.0,0.0,0.0
536,204,4,0.0,0.0,0.0,0.0
601,140,5,0.0,0.0,0.0,0.0
498,417,2,0.0,0.0,0.0,0.0
965,39,2,0.0,0.0,0.0,0.0
432,460,3,0.0,0.0,0.0,0.0
489,431,3,0.0,0.0,0.0,0.0
931,121,2,0.0,0.0,0.0,0.0
800,483,2,0.0,0.0,0.0,0.0
594,266,5,0.0,0.0,0.0,0.0
31,325,3,0.0,0.0,0.0,0.0
837,120,4,0.0,0.0,0.0,0.0
482,24,5,0.0,0.0,0.0,0.0
685,170,4,0.0,0.0,0.0,0.0
223,197,4,0.0,0.0,0.0,0.0
224,235,2,0.0,0.0,0.0,0.0
925,491,2,0.0,0.0,0.0,0.0
681,140,4,0.0,0.0,0.0,0.0
703,442,2,0.0,0.0,0.0,0.0
604,367,2,0.0,0.0,0.0,0.0
133,224,4,0.0,0.0,0.0,0.0
459,116,4,0.0,0.0,0.0,0.0
187,256,2,0.0,0.0,0.0,0.0
860,278,3,0.0,0.0,0.0,0.0
694,178,5,0.0,0.0,0.0,0.0
512,33,1,0.0,0.0,0.0,0.0
43,74,2,0.0,0.0,0.0,0.0
540,46,2,0.0,0.0,0.0,0.0
299,180,2,0.0,0.0,0.0,0.0
423,415,5,0.0,0.0,0.0,0.0
956,394,3,0.0,0.0,0.0,0.0
440,143,1,0.0,0.0,0.0,0.0
142,111,2,0.0,0.0,0.0,0.0
811,339,2,0.0,0.0,0.0,0.0
222,495,5,0.0,0.0,0.0,0.0
430,373,5,2.0,1.0,0.0,0.0
466,188,5,1.0,1.0,0.0,0.0
987,395,4,0.0,0.0,0.0,0.0
354,36,1,0.0,0.0,0.0,0.0
228,318,2,0.0,0.0,0.0,0.0
559,95,5,0.0,0.0,0.0,0.0
456,500,1,1.0,1.0,0.0,0.0
202,29,5,0.0,0.0,0.0,0.0
76,94,3,0.0,0.0,0.0,0.0
990,218,1,0.0,0.0,0.0,0.0
154,132,1,0.0,0.0,0.0,0.0
774,212,3,0.0,0.0,0.0,0.0
321,335,4,0.0,0.0,0.0,0.0
341,86,4,0.0,0.0,0.0,0.0
701,278,3,0.0,0.0,0.0,0.0
248,475,2,0.0,0.0,0.0,0.0
192,354,5,0.0,0.0,0.0,0.0
821,221,1,0.0,0.0,0.0,0.0
240,9,3,0.0,0.0,0.0,0.0
506,447,5,0.0,0.0,0.0,0.0
342,344,3,0.0,0.0,0.0,0.0
474,147,5,0.0,0.0,0.0,0.0
293,230,3,0.0,0.0,0.0,0.0
551,464,5,0.0,0.0,0.0,0.0
122,73,5,0.0,0.0,0.0,0.0
841,362,4,0.0,0.0,0.0,0.0
402,385,2,0.0,0.0,0.0,0.0
829,462,5,0.0,0.0,0.0,0.0
943,413,1,0.0,0.0,0.0,0.0
831,376,3,0.0,0.0,0.0,0.0
613,497,4,0.0,0.0,0.0,0.0
589,435,4,0.0,0.0,0.0,0.0
919,317,3,0.0,0.0,0.0,0.0
515,440,1,0.0,0.0,0.0,0.0
505,168,2,0.0,0.0,0.0,0.0
522,219,3,0.0,0.0,0.0,0.0
255,98,4,0.0,0.0,0.0,0.0
267,28,1,0.0,0.0,0.0,0.0
315,20,4,0.0,0.0,0.0,0.0
70,161,5,0.0,0.0,0.0,0.0
474,13,1,0.0,0.0,0.0,0.0
106,22,2,0.0,0.0,0.0,0.0
621,394,3,0.0,0.0,0.0,0.0
365,445,2,0.0,0.0,0.0,0.0
837,397,5,0.0,0.0,0.0,0.0
642,495,5,0.0,0.0,0.0,0.0
291,312,5,0.0,0.0,0.0,0.0
918,383,2,0.0,0.0,0.0,0.0
939,307,3,0.0,0.0,0.0,0.0
48,38,3,0.0,0.0,0.0,0.0
367,139,3,0.0,0.0,0.0,0.0
697,342,1,0.0,0.0,0.0,0.0
364,297,4,0.0,0.0,0.0,0.0
800,413,5,0.0,0.0,0.0,0.0
131,468,5,0.0,0.0,0.0,1.0
110,359,1,0.0,0.0,0.0,0.0
613,479,1,1.0,0.0,1.0,0.0
665,275,2,0.0,0.0,0.0,1.0
158,302,1,0.0,0.0,0.0,0.0
941,199,3,0.0,0.0,0.0,0.0
709,249,5,1.0,1.0,0.0,0.0
208,283,5,0.0,0.0,0.0,0.0
937,196,3,0.0,0.0,0.0,0.0
190,402,1,0.0,0.0,0.0,0.0
414,213,3,0.0,0.0,0.0,0.0
771,104,4,0.0,0.0,0.0,0.0
62,200,3,1.0,1.0,0.0,0.0
803,285,1,0.0,0.0,0.0,0.0
615,486,4,0.0,0.0,0.0,0.0
115,28,4,0.0,0.0,0.0,0.0
399,19,5,0.0,0.0,0.0,1.0
318,171,4,0.0,0.0,0.0,0.0
311,442,4,0.0,0.0,0.0,0.0
927,145,5,0.0,0.0,0.0,0.0
418,354,4,0.0,0.0,0.0,0.0
864,138,1,0.0,0.0,0.0,0.0
570,430,4,0.0,0.0,0.0,0.0
141,285,5,0.0,0.0,0.0,0.0
321,187,4,0.0,0.0,0.0,0.0
919,398,1,0.0,0.0,0.0,0.0
421,61,1,0.0,0.0,0.0,0.0
259,96,5,0.0,0.0,0.0,0.0
124,323,5,0.0,0.0,0.0,0.0
675,252,1,0.0,0.0,0.0,0.0
127,496,4,0.0,0.0,0.0,0.0
647,192,2,0.0,0.0,0.0,0.0
148,18,1,0.0,0.0,0.0,0.0
767,100,3,0.0,0.0,0.0,0.0
298,443,1,0.0,0.0,0.0,0.0
714,266,1,1.0,1.0,0.0,0.0
416,500,2,0.0,0.0,0.0,0.0
773,225,1,0.0,0.0,0.0,0.0
10,47,5,0.0,0.0,0.0,0.0
810,428,2,0.0,0.0,0.0,0.0
507,269,4,0.0,0.0,0.0,0.0
427,297,3,0.0,0.0,0.0,0.0
430,296,3,0.0,0.0,0.0,0.0
359,79,1,0.0,0.0,0.0,0.0
320,293,2,0.0,0.0,0.0,0.0
502,355,3,1.0,0.0,0.0,0.0
384,111,4,0.0,0.0,0.0,0.0
968,140,3,0.0,0.0,0.0,0.0
897,420,1,0.0,0.0,0.0,0.0
842,273,2,0.0,0.0,0.0,0.0
96,88,5,1.0,1.0,0.0,0.0
408,244,5,0.0,0.0,0.0,0.0
277,88,3,0.0,0.0,0.0,0.0
399,362,2,0.0,0.0,0.0,0.0
689,401,4,0.0,0.0,0.0,0.0
515,137,4,0.0,0.0,0.0,0.0
604,276,3,0.0,0.0,0.0,0.0
988,321,4,0.0,0.0,0.0,0.0
934,383,5,0.0,0.0,0.0,0.0
191,114,4,0.0,0.0,0.0,0.0
470,314,3,0.0,0.0,0.0,0.0
223,451,1,0.0,0.0,0.0,0.0
604,431,5,0.0,0.0,0.0,0.0
471,378,4,0.0,0.0,0.0,0.0
167,353,3,0.0,0.0,0.0,0.0
602,238,3,0.0,0.0,0.0,0.0
407,247,3,0.0,0.0,0.0,0.0
675,321,3,0.0,0.0,0.0,0.0
710,293,5,0.0,0.0,0.0,0.0
687,75,3,0.0,0.0,0.0,0.0
619,419,1,0.0,0.0,0.0,0.0
149,403,2,0.0,0.0,0.0,0.0
779,442,4,0.0,0.0,0.0,0.0
460,25,2,0.0,0.0,0.0,0.0
675,449,5,0.0,0.0,0.0,0.0
90,354,2,0.0,0.0,0.0,0.0
247,115,2,0.0,0.0,0.0,0.0
965,298,3,1.0,1.0,0.0,0.0
828,345,3,0.0,0.0,0.0,0.0
944,51,3,0.0,0.0,0.0,0.0
18,387,1,0.0,0.0,0.0,0.0
480,142,1,0.0,0.0,0.0,0.0
574,392,1,0.0,0.0,0.0,0.0
103,86,1,0.0,0.0,0.0,0.0
899,135,3,0.0,0.0,0.0,0.0
635,350,2,0.0,0.0,0.0,0.0
640,4,3,0.0,0.0,0.0,0.0
603,221,5,0.0,0.0,0.0,0.0
705,151,4,0.0,0.0,0.0,0.0
606,388,1,0.0,0.0,0.0,0.0
476,394,4,0.0,0.0,0.0,0.0
899,394,4,0.0,0.0,0.0,0.0
488,356,3,1.0,0.0,1.0,0.0
799,495,2,0.0,0.0,0.0,0.0
72,441,2,0.0,0.0,0.0,0.0
137,472,2,0.0,0.0,0.0,0.0
100,56,5,0.0,0.0,0.0,0.0
902,282,2,0.0,0.0,0.0,0.0
460,110,1,0.0,0.0,0.0,0.0
1000,57,3,0.0,0.0,0.0,0.0
192,124,2,0.0,0.0,0.0,0.0
956,11,1,0.0,0.0,0.0,0.0
832,59,4,0.0,0.0,0.0,0.0
329,258,2,0.0,0.0,0.0,0.0
883,377,3,0.0,0.0,0.0,0.0
959,296,3,0.0,0.0,0.0,0.0
573,495,3,0.0,0.0,0.0,0.0
603,318,2,0.0,0.0,0.0,0.0
304,177,4,0.0,0.0,0.0,0.0
93,172,1,0.0,0.0,0.0,0.0
315,480,1,0.0,0.0,0.0,0.0
336,122,5,0.0,0.0,0.0,0.0
801,32,3,0.0,0.0,0.0,0.0
259,156,1,0.0,0.0,0.0,0.0
332,282,1,0.0,0.0,0.0,0.0
140,238,5,0.0,0.0,0.0,0.0
504,61,1,0.0,0.0,0.0,0.0
909,361,1,0.0,0.0,0.0,0.0
371,344,1,0.0,0.0,0.0,0.0
804,345,1,0.0,0.0,0.0,0.0
762,171,2,0.0,0.0,0.0,0.0
460,147,4,0.0,0.0,0.0,0.0
341,241,4,0.0,0.0,0.0,0.0
341,227,3,1.0,0.0,0.0,1.0
384,359,5,0.0,0.0,0.0,0.0
607,72,3,0.0,0.0,0.0,0.0
81,262,2,0.0,0.0,0.0,0.0
316,189,5,0.0,0.0,0.0,0.0
555,434,2,0.0,0.0,0.0,0.0
203,184,1,0.0,0.0,0.0,0.0
191,10,2,0.0,0.0,0.0,0.0
934,473,1,0.0,0.0,0.0,0.0
292,44,4,0.0,0.0,0.0,0.0
829,53,4,0.0,0.0,0.0,0.0
930,220,5,0.0,0.0,0.0,0.0
786,405,2,0.0,0.0,0.0,0.0
112,258,1,0.0,0.0,0.0,0.0
143,40,1,0.0,0.0,0.0,0.0
392,439,3,0.0,0.0,0.0,0.0
875,253,4,0.0,0.0,0.0,0.0
162,107,2,0.0,0.0,0.0,0.0
895,186,1,0.0,0.0,0.0,0.0
391,255,1,0.0,0.0,0.0,0.0
770,103,4,0.0,0.0,0.0,0.0
222,307,3,0.0,0.0,0.0,0.0
224,317,4,1.0,0.0,0.0,0.0
165,281,4,1.0,1.0,0.0,0.0
264,67,5,0.0,0.0,0.0,0.0
537,286,2,0.0,0.0,0.0,0.0
326,418,4,0.0,0.0,0.0,0.0
365,205,3,0.0,0.0,0.0,0.0
301,175,3,1.0,1.0,0.0,0.0
99,334,4,0.0,0.0,0.0,0.0
368,273,5,0.0,0.0,0.0,0.0
229,185,1,0.0,0.0,0.0,0.0
153,226,2,0.0,0.0,0.0,0.0
67,398,4,0.0,0.0,0.0,0.0
595,69,1,1.0,0.0,1.0,0.0
645,27,2,0.0,0.0,0.0,0.0
145,37,2,1.0,1.0,0.0,0.0
366,81,2,0.0,0.0,0.0,0.0
133,174,1,0.0,0.0,0.0,0.0
650,205,5,0.0,0.0,0.0,0.0
265,114,5,0.0,0.0,0.0,0.0
230,115,5,0.0,0.0,0.0,0.0
905,218,5,0.0,0.0,0.0,0.0
115,483,4,0.0,0.0,0.0,0.0
946,377,5,0.0,0.0,0.0,0.0
94,164,4,0.0,0.0,0.0,0.0
77,149,2,0.0,0.0,0.0,0.0
223,268,3,0.0,0.0,0.0,0.0
908,35,5,0.0,0.0,0.0,0.0
456,407,5,0.0,0.0,0.0,0.0
914,125,3,0.0,0.0,0.0,0.0
863,412,2,0.0,0.0,0.0,0.0
944,176,4,0.0,0.0,0.0,0.0
854,45,3,0.0,0.0,0.0,0.0
4,135,4,0.0,0.0,0.0,0.0
177,274,1,0.0,0.0,0.0,0.0
356,350,5,0.0,0.0,0.0,0.0
945,112,3,1.0,1.0,0.0,0.0
103,94,5,0.0,0.0,0.0,0.0
4,158,5,0.0,0.0,0.0,0.0
20,97,4,0.0,0.0,0.0,0.0
908,357,3,0.0,0.0,0.0,0.0
710,149,3,0.0,0.0,0.0,0.0
13,65,5,0.0,0.0,0.0,0.0
947,492,4,0.0,0.0,0.0,0.0
768,459,2,1.0,0.0,0.0,0.0
795,442,5,0.0,0.0,0.0,0.0
276,348,5,1.0,0.0,0.0,0.0
347,457,2,0.0,0.0,0.0,0.0
155,43,1,0.0,0.0,0.0,0.0
598,171,4,1.0,0.0,0.0,0.0
209,60,2,0.0,0.0,0.0,0.0
435,182,3,0.0,0.0,0.0,0.0
243,428,1,0.0,0.0,0.0,0.0
981,275,2,1.0,1.0,0.0,0.0
885,261,5,0.0,0.0,0.0,0.0
936,352,4,0.0,0.0,0.0,0.0
16,206,1,2.0,0.0,1.0,0.0
768,243,1,0.0,0.0,0.0,0.0
148,302,2,0.0,0.0,0.0,0.0
633,241,4,0.0,0.0,0.0,0.0
66,50,1,0.0,0.0,0.0,0.0
309,372,4,0.0,0.0,0.0,0.0
82,197,1,0.0,0.0,0.0,0.0
860,487,3,1.0,1.0,0.0,0.0
356,327,3,0.0,0.0,0.0,0.0
98,365,4,1.0,1.0,0.0,0.0
542,495,4,0.0,0.0,0.0,0.0
181,356,4,0.0,0.0,0.0,0.0
691,14,1,0.0,0.0,0.0,0.0
760,407,1,0.0,0.0,0.0,0.0
508,234,2,0.0,0.0,0.0,0.0
44,9,4,0.0,0.0,0.0,0.0
500,368,1,0.0,0.0,0.0,0.0
236,316,4,0.0,0.0,0.0,0.0
496,43,4,0.0,0.0,0.0,0.0
160,227,1,1.0,1.0,0.0,0.0
30,190,3,0.0,0.0,0.0,0.0
121,311,4,0.0,0.0,0.0,0.0
879,254,3,0.0,0.0,0.0,0.0
29,466,3,1.0,0.0,0.0,0.0
502,325,5,0.0,0.0,0.0,0.0
814,160,4,1.0,0.0,0.0,0.0
996,138,4,0.0,0.0,0.0,0.0
323,213,1,0.0,0.0,0.0,0.0
293,427,3,0.0,0.0,0.0,0.0
846,257,3,0.0,0.0,0.0,0.0
793,116,1,0.0,0.0,0.0,0.0
962,185,3,0.0,0.0,0.0,0.0
667,347,2,0.0,0.0,0.0,0.0
25,216,5,0.0,0.0,0.0,0.0
443,327,1,0.0,0.0,0.0,0.0
689,481,4,0.0,0.0,0.0,0.0
