user_id,total_ratings,avg_rating,rating_std,total_purchases,total_spend,avg_order_value,total_clicks,view_count,add_to_cart_count,account_age_days,is_premium,gender_encoded,purchase_frequency,activity_score
32,17,3.0588235294117645,1.2976222599091636,6,4905.72,817.62,43,22,4,654,1,0,0.00916030534351145,19.3
33,13,3.4615384615384617,1.1982893790305562,10,7064.65,706.4649999999999,50,21,9,631,0,1,0.015822784810126583,22.6
34,20,2.95,1.5035046776746235,11,10635.47,966.860909090909,41,20,5,659,1,0,0.016666666666666666,21.799999999999997
35,16,2.8125,1.1672617529928753,4,1515.1399999999999,378.78499999999997,43,17,7,438,0,2,0.009111617312072893,18.1
36,16,3.1875,1.3275918047351754,5,3114.41,622.882,50,25,6,225,0,2,0.022123893805309734,20.7
37,30,3.1,1.3480509557543974,9,3538.8599999999997,393.20666666666665,56,23,7,866,0,2,0.010380622837370242,27.3
38,23,2.608695652173913,1.469048252032049,10,4157.83,415.783,52,24,7,709,1,0,0.014084507042253521,25.200000000000003
39,18,3.2222222222222223,1.516790557318723,3,1808.33,602.7766666666666,51,23,9,844,0,2,0.0035502958579881655,20.4
40,21,3.238095238095238,1.445847914020071,9,7290.38,810.0422222222222,42,20,5,7,0,2,1.125,21.3
41,29,3.5172413793103448,1.4545664463330747,8,3707.7599999999998,463.46999999999997,47,18,8,743,0,0,0.010752688172043012,23.900000000000002
42,23,3.652173913043478,1.1122743142757674,12,3927.32,327.2766666666667,41,16,5,305,0,1,0.0392156862745098,22.9
43,16,2.875,1.6278820596099708,8,7476.15,934.51875,52,23,6,684,1,1,0.01167883211678832,22.8
44,24,3.5,1.4446302370292305,7,4874.41,696.3442857142857,39,11,7,801,1,2,0.008728179551122194,20.0
45,15,3.2,1.3201731488169055,6,3813.81,635.635,39,17,8,128,0,2,0.046511627906976744,17.7
46,17,3.8823529411764706,1.4090046549415864,7,3735.6,533.6571428571428,44,15,9,235,0,1,0.029661016949152543,20.1
47,19,3.210526315789474,1.3572417850765923,4,2932.19,733.0475,56,20,9,629,0,2,0.006349206349206349,22.6
48,23,3.1739130434782608,1.5855074872402406,8,7092.400000000001,886.5500000000001,48,18,7,596,1,0,0.01340033500837521,23.0
49,18,3.2777777777777777,1.274434386908933,3,3363.41,1121.1366666666665,46,16,6,73,1,2,0.04054054054054054,18.9
50,14,2.7857142857142856,1.672334684416758,15,9206.29,613.7526666666668,46,22,11,868,0,2,0.01726121979286536,24.099999999999998
51,17,3.235294117647059,1.5218989685876771,15,10109.0,673.9333333333333,57,24,7,15,0,2,0.9375,28.0
52,19,3.0526315789473686,1.3112201362143716,8,5707.57,713.44625,62,27,8,757,0,0,0.010554089709762533,26.4
53,22,3.0454545454545454,1.5879688352247412,5,4244.16,848.832,47,16,7,889,1,0,0.0056179775280898875,21.0
54,17,2.8823529411764706,1.5363248737318094,6,5587.98,931.3299999999999,49,22,8,434,0,2,0.013793103448275862,21.1
55,17,3.5294117647058822,1.585782419612773,9,12084.779999999999,1342.753333333333,49,23,12,666,1,1,0.013493253373313344,22.6
56,12,3.0,1.5954480704349312,8,4403.69,550.46125,40,16,5,575,1,0,0.013888888888888888,18.4
57,25,2.68,1.4352700094407325,4,2823.08,705.77,54,26,3,997,1,0,0.004008016032064128,23.2
58,25,2.92,1.5790292376436015,7,6666.610000000001,952.3728571428572,54,24,9,189,1,2,0.03684210526315789,24.7
59,18,3.0,1.137592917989042,13,12196.42,938.1861538461538,38,17,8,491,0,0,0.026422764227642278,21.5
60,21,2.9523809523809526,1.3219754338182867,6,6174.9800000000005,1029.1633333333334,37,20,5,492,0,1,0.012170385395537525,18.3
61,18,3.4444444444444446,1.5424282697487948,11,8914.630000000001,810.4209090909092,49,20,11,484,1,0,0.02268041237113402,23.8
62,20,2.8,1.4363696929192156,10,6147.2,614.72,50,26,6,768,1,1,0.013003901170351105,24.0
63,18,3.2777777777777777,1.6735153404648675,7,4160.69,594.3842857142856,50,20,4,366,0,2,0.01907356948228883,22.1
64,21,2.8095238095238093,1.4359334113755982,17,9666.92,568.6423529411765,46,22,11,787,1,1,0.021573604060913704,26.499999999999996
65,17,2.8823529411764706,1.3639259941972872,10,9573.56,957.356,54,26,9,10,0,2,0.9090909090909091,24.6
66,30,3.1666666666666665,1.4162440207947151,19,13865.16,729.7452631578948,47,17,11,198,0,1,0.09547738693467336,29.6
67,21,3.380952380952381,1.6874889770363084,7,5378.49,768.3557142857143,45,23,5,177,0,2,0.03932584269662921,21.2
68,26,3.076923076923077,1.4400854675491153,7,4885.97,697.9957142857144,44,21,7,269,1,2,0.025925925925925925,21.9
69,26,3.269230769230769,1.3433597376039617,7,4082.38,583.1971428571429,48,22,4,534,0,0,0.013084112149532711,23.099999999999998
70,24,3.1666666666666665,1.5227739752537621,10,8076.2300000000005,807.623,48,12,11,260,0,2,0.038314176245210725,24.2
71,21,3.0,1.3416407864998738,4,4972.6900000000005,1243.1725000000001,41,9,2,718,0,3,0.005563282336578581,18.5
72,20,3.0,1.5559732104309982,6,4157.97,692.995,41,16,8,339,1,1,0.01764705882352941,19.299999999999997
73,20,3.05,1.394538218230416,10,5261.95,526.1949999999999,64,28,10,800,1,0,0.012484394506866416,28.2
74,21,2.8095238095238093,1.3645163106041502,5,4671.68,934.336,45,22,5,1070,1,2,0.004668534080298786,20.2
75,13,3.1538461538461537,1.281025230440697,11,7587.33,689.7572727272727,48,17,11,272,1,1,0.040293040293040296,22.5
76,17,3.0,1.620185174601965,12,12161.13,1013.4274999999999,43,18,9,909,1,3,0.013186813186813187,22.299999999999997
77,22,2.8181818181818183,1.592732412176175,9,5149.04,572.1155555555556,63,23,8,181,1,1,0.04945054945054945,27.799999999999997
78,10,2.8,1.3165611772087666,13,9781.07,752.39,42,19,3,900,1,1,0.014428412874583796,21.1
79,17,2.588235294117647,1.4168108346481794,11,5610.03,510.00272727272727,58,20,7,205,0,2,0.05339805825242718,26.299999999999997
80,14,3.0714285714285716,1.2688144505364485,8,7563.16,945.395,59,23,7,995,1,2,0.008032128514056224,24.5
81,21,2.619047619047619,1.6271505915615332,3,2329.25,776.4166666666666,53,21,9,711,0,2,0.004213483146067416,21.599999999999998
82,19,3.5789473684210527,1.4649910683718712,5,3834.5600000000004,766.912,63,24,15,182,0,0,0.0273224043715847,25.2
83,21,2.5238095238095237,1.4006801069140524,12,4179.05,348.25416666666666,49,15,5,769,1,1,0.015584415584415584,24.9
84,18,3.111111111111111,1.3672165321380638,5,3657.08,731.4159999999999,48,19,6,26,0,0,0.18518518518518517,20.5
85,19,3.210526315789474,1.3975751766073288,7,2567.69,366.8128571428571,59,19,11,686,0,0,0.010189228529839884,25.0
86,18,2.8333333333333335,1.3826657968874303,2,769.99,384.995,51,20,5,839,1,1,0.002380952380952381,19.9
87,15,2.933333333333333,1.3345232785352157,7,8629.7,1232.814285714286,58,16,11,471,0,0,0.014830508474576272,23.9
88,24,3.4583333333333335,1.350657381543832,6,5041.05,840.1750000000001,54,21,8,159,1,1,0.0375,24.0
89,16,3.6875,1.4476993242152645,9,7393.16,821.4622222222222,45,19,6,1034,0,1,0.008695652173913044,21.2
90,21,2.619047619047619,1.5321941938341392,6,3784.63,630.7716666666666,63,21,5,955,1,0,0.006276150627615063,26.099999999999998
91,18,2.5555555555555554,1.3814835257889047,7,5299.92,757.1314285714286,52,24,8,327,1,0,0.021341463414634148,22.700000000000003
92,21,3.0952380952380953,1.4108423691100969,6,3725.07,620.845,46,19,5,469,1,0,0.01276595744680851,20.999999999999996
93,21,2.619047619047619,1.6575943555704595,13,9759.69,750.7453846153846,66,23,10,322,1,2,0.04024767801857585,30.5
94,21,3.4761904761904763,1.2497618820818477,14,5656.37,404.02642857142854,48,12,12,908,1,1,0.015401540154015401,25.599999999999998
95,21,2.9523809523809526,1.4309504001254019,12,7601.61,633.4675,44,20,3,463,0,0,0.02586206896551724,23.4
96,18,3.3333333333333335,1.2833778958394957,9,8882.69,986.9655555555556,58,23,6,643,1,0,0.013975155279503106,25.5
97,15,3.4,1.594633858557237,10,6239.37,623.937,45,14,10,307,1,0,0.032467532467532464,21.5
98,24,2.5833333333333335,1.212853862900895,21,16541.21,787.6766666666666,53,24,10,1093,0,0,0.019195612431444242,31.2
99,18,2.8333333333333335,1.3394467690277294,9,8496.960000000001,944.1066666666668,47,19,6,560,0,0,0.016042780748663103,22.200000000000003
100,25,3.0,1.707825127659933,7,4192.25,598.8928571428571,46,15,5,208,0,1,0.03349282296650718,22.299999999999997
101,20,3.1,1.4104870379448817,7,3997.46,571.0657142857143,59,20,11,504,1,1,0.013861386138613862,25.2
102,22,3.227272727272727,1.4119158946291712,11,11197.67,1017.97,59,24,7,581,1,0,0.018900343642611683,27.6
103,19,3.4210526315789473,1.5746530296362722,7,6833.04,976.1485714285715,66,25,10,857,0,2,0.008158508158508158,27.1
104,17,2.9411764705882355,1.3449251017851382,7,6242.4400000000005,891.777142857143,51,23,5,268,1,2,0.026022304832713755,22.199999999999996
105,16,2.75,1.2382783747337807,10,6173.61,617.361,57,26,8,732,1,2,0.013642564802182811,25.299999999999997
106,20,3.2,1.1516578439248717,11,10028.89,911.7172727272726,59,19,11,838,1,1,0.013110846245530394,27.2
107,18,2.6666666666666665,1.4142135623730951,10,8016.31,801.6310000000001,46,21,9,271,0,1,0.03676470588235294,22.4
108,16,2.6875,1.4930394055974097,6,3455.01,575.835,63,22,11,35,1,2,0.16666666666666666,25.099999999999998
109,29,2.896551724137931,1.496300857500802,7,6592.53,941.79,38,18,5,1082,1,2,0.006463527239150508,20.700000000000003
110,25,3.04,1.2741009902410927,10,10614.1,1061.41,55,26,6,104,0,1,0.09523809523809523,26.5
111,24,3.0833333333333335,1.6396358733271998,10,5381.49,538.149,64,26,5,504,0,2,0.019801980198019802,29.0
112,30,3.3,1.2077336998093462,7,4765.94,680.8485714285714,61,22,9,1020,0,1,0.0068560235063663075,27.8
113,24,3.0416666666666665,1.3014763077790332,8,6864.07,858.00875,50,16,9,132,0,0,0.06015037593984962,23.8
114,21,3.5714285714285716,1.325572652532805,11,9226.41,838.7645454545454,50,23,7,892,0,2,0.012318029115341545,24.7
115,28,2.7857142857142856,1.5481684006675105,8,7880.25,985.03125,53,17,10,272,1,0,0.029304029304029304,25.5
116,17,2.764705882352941,1.147247344990711,10,8574.83,857.483,56,18,9,878,1,0,0.011376564277588168,25.200000000000003
117,27,3.2222222222222223,1.6012815380508714,5,2560.7,512.14,58,27,8,956,1,2,0.00522466039707419,25.299999999999997
118,17,2.411764705882353,1.2776356840572634,10,7099.37,709.937,53,18,5,188,1,0,0.05291005291005291,24.299999999999997
119,11,3.4545454545454546,1.8635254955935732,4,3953.31,988.3275,50,21,10,587,1,1,0.006802721088435374,19.2
120,16,2.9375,1.3400870618483463,6,4383.110000000001,730.5183333333334,44,18,9,915,1,0,0.006550218340611353,19.4
121,19,3.1052631578947367,1.3701069237311885,6,5296.46,882.7433333333333,68,31,11,493,0,2,0.012145748987854251,27.2
122,19,3.473684210526316,1.3891812557774847,5,3526.55,705.3100000000001,47,18,5,79,1,2,0.0625,20.400000000000002
123,27,3.074074074074074,1.2986953786818853,2,948.48,474.24,51,21,6,730,0,2,0.0027359781121751026,21.699999999999996
124,24,3.0416666666666665,1.3014763077790332,5,3750.3199999999997,750.064,45,21,5,954,1,1,0.005235602094240838,20.8
125,24,3.0833333333333335,1.4116492564332,9,4660.65,517.8499999999999,50,15,6,778,1,1,0.011553273427471117,24.3
126,23,2.5652173913043477,1.408612694575822,4,4680.38,1170.095,60,33,9,1092,1,2,0.0036596523330283625,24.6
127,19,3.0526315789473686,1.6149882768933415,9,5350.54,594.5044444444444,49,18,6,540,1,0,0.0166358595194085,23.0
128,17,2.9411764705882355,1.0289915108550531,6,5176.6900000000005,862.7816666666668,43,25,5,998,1,0,0.006006006006006006,19.3
129,15,3.066666666666667,1.3345232785352157,5,2669.89,533.978,45,17,7,73,0,2,0.06756756756756757,19.0
130,20,2.8,1.6415653633362466,12,7685.98,640.4983333333333,45,20,7,335,0,0,0.03571428571428571,23.5
131,26,2.923076923076923,1.4400854675491153,11,9499.84,863.6218181818182,40,15,8,113,0,1,0.09649122807017543,22.7
132,18,3.111111111111111,1.3672165321380643,11,9859.9,896.3545454545455,52,25,5,919,1,1,0.011956521739130435,24.700000000000003
133,13,2.6923076923076925,1.377474463442389,9,9814.609999999999,1090.5122222222221,43,10,5,949,0,1,0.009473684210526316,20.0
134,17,2.8823529411764706,1.4090046549415864,5,1286.77,257.354,46,14,13,952,0,2,0.005246589716684155,19.699999999999996
135,24,3.0416666666666665,1.3981094896064241,5,3437.8100000000004,687.5620000000001,43,17,5,224,0,2,0.022222222222222223,20.200000000000003
136,20,2.6,1.569445091341791,5,3080.19,616.038,56,22,10,164,1,1,0.030303030303030304,23.3
137,27,2.4814814814814814,1.3117917978085245,8,4635.31,579.41375,56,17,17,232,1,2,0.034334763948497854,26.200000000000003
138,17,3.235294117647059,1.7510501051050011,8,6149.21,768.65125,52,17,7,48,0,1,0.16326530612244897,23.0
139,22,3.227272727272727,1.4452489711965164,11,8106.33,736.9390909090909,48,21,7,1087,1,2,0.01011029411764706,24.299999999999997
140,13,2.923076923076923,1.3821202589704018,10,10646.130000000001,1064.613,53,23,6,954,1,1,0.010471204188481676,23.5
141,22,3.272727272727273,1.315903389919538,9,7699.41,855.49,55,27,7,965,1,0,0.009316770186335404,25.4
142,23,2.608695652173913,1.3730897618404805,7,4446.76,635.2514285714286,48,16,11,342,1,1,0.02040816326530612,22.5
143,23,2.9565217391304346,1.5805137504669233,10,7177.34,717.734,48,21,5,175,0,3,0.056818181818181816,24.0
144,19,3.4210526315789473,1.4265650070355171,7,4437.59,633.9414285714286,63,24,10,779,0,2,0.008974358974358974,26.2
145,26,2.6153846153846154,1.38785944755002,9,6808.88,756.5422222222222,49,20,12,824,1,2,0.01090909090909091,24.4
146,13,3.3846153846153846,1.5021352323976216,9,5031.54,559.06,63,24,10,976,1,1,0.009211873080859774,26.0
147,17,3.5294117647058822,1.1245914290767742,8,5739.1,717.3875,46,24,8,830,1,1,0.009626955475330927,21.199999999999996
148,24,3.2083333333333335,1.6145847942957392,8,4494.67,561.83375,45,20,10,474,0,0,0.016842105263157894,22.3
149,21,3.0476190476190474,1.5961262630566064,6,3333.99,555.665,47,20,9,919,1,2,0.006521739130434782,21.3
150,15,3.3333333333333335,1.2909944487358056,5,3997.4,799.48,51,22,9,161,1,1,0.030864197530864196,20.799999999999997
151,23,2.869565217391304,1.4555332614196126,10,5193.76,519.376,50,24,9,221,0,1,0.04504504504504504,24.6
152,19,3.0526315789473686,1.6149882768933412,2,1795.86,897.93,47,21,7,368,0,1,0.005420054200542005,18.9
153,15,3.0,1.1338934190276815,8,6547.49,818.43625,52,21,10,379,1,0,0.021052631578947368,22.6
154,20,3.7,1.4179302929937965,11,10200.01,927.2736363636363,63,25,13,499,1,1,0.022,28.4
155,21,3.142857142857143,1.424279266355945,9,7695.370000000001,855.0411111111111,58,25,9,597,0,0,0.015050167224080268,26.099999999999998
156,22,3.409090909090909,1.3683180815491596,10,8677.699999999999,867.7699999999999,56,21,12,313,0,0,0.03184713375796178,26.200000000000003
157,13,2.4615384615384617,1.3301243435223524,6,3925.26,654.21,39,13,9,517,0,2,0.011583011583011582,17.3
158,22,2.9545454545454546,1.463110604394842,12,10026.0,835.5,56,20,11,950,0,3,0.012618296529968454,27.200000000000003
159,13,3.076923076923077,1.4411533842457842,11,7739.52,703.5927272727273,50,23,10,615,0,1,0.017857142857142856,23.1
160,15,3.4,1.4040757000349275,5,3927.4,785.48,64,34,8,56,0,2,0.08771929824561403,24.7
161,17,3.2941176470588234,1.5718104959867516,8,4290.05,536.25625,50,21,11,341,0,1,0.023391812865497075,22.4
162,13,2.923076923076923,1.6563785025137654,14,8597.56,614.1114285714285,53,23,4,279,0,2,0.05,25.5
163,11,3.090909090909091,1.2210278829367867,7,5190.99,741.5699999999999,46,20,4,126,1,2,0.05511811023622047,19.499999999999996
164,18,2.7777777777777777,1.555088632070459,5,3914.14,782.828,49,19,10,399,1,2,0.0125,20.8
165,21,3.2857142857142856,1.4880476182856899,9,10366.03,1151.7811111111112,56,23,11,210,0,1,0.04265402843601896,25.5
166,26,3.0384615384615383,1.3994504415882465,8,7161.42,895.1775,65,29,10,157,1,2,0.05063291139240506,28.7
167,23,2.9565217391304346,1.2239377906638145,7,4942.46,706.0657142857143,44,16,8,295,1,0,0.02364864864864865,21.3
168,21,2.6666666666666665,1.2382783747337807,4,4176.219999999999,1044.0549999999998,43,23,5,752,0,0,0.005312084993359893,19.1
169,23,3.5217391304347827,1.4418915990459231,5,2124.25,424.85,39,14,5,497,0,1,0.010040160642570281,18.8
170,15,3.466666666666667,1.4074631010979934,3,2101.8199999999997,700.6066666666666,50,22,7,1037,0,0,0.002890173410404624,19.5
171,16,3.25,1.4832396974191329,12,9334.63,777.8858333333333,44,13,7,699,0,0,0.017142857142857144,22.4
172,26,2.8846153846153846,1.2434443478313963,7,2255.86,322.2657142857143,56,23,4,907,1,1,0.007709251101321586,25.5
173,16,2.3125,1.40089257261219,12,8781.21,731.7674999999999,59,25,8,1071,0,2,0.011194029850746268,26.9
174,13,3.5384615384615383,1.3913653136029502,13,8122.74,624.8261538461538,49,24,10,64,1,2,0.2,23.8
175,17,3.0588235294117645,1.0880365478290535,11,9558.98,868.9981818181818,49,18,8,517,0,2,0.021235521235521235,23.6
176,15,3.533333333333333,1.3557637102737476,8,7096.71,887.08875,53,12,15,580,1,2,0.013769363166953529,22.9
177,30,3.2,1.4479474176011817,8,4700.2699999999995,587.5337499999999,48,18,8,115,1,0,0.06896551724137931,24.4
178,20,3.15,1.4244112357114613,13,8902.51,684.8084615384615,54,21,9,1031,0,2,0.012596899224806201,26.7
179,21,2.9047619047619047,1.445847914020071,7,3959.12,565.5885714285714,46,14,9,652,0,0,0.010719754977029096,21.499999999999996
180,18,2.888888888888889,1.4907119849998598,9,6648.22,738.6911111111111,54,17,15,413,0,1,0.021739130434782608,24.3
181,24,3.2083333333333335,1.4738050920238277,11,8413.85,764.8954545454545,56,27,8,968,1,2,0.011351909184726523,27.1
182,20,3.45,1.1909748329127607,16,10543.79,658.986875,51,21,7,70,0,1,0.22535211267605634,27.299999999999997
183,16,2.8125,1.3275918047351754,4,1612.66,403.165,48,15,8,549,0,2,0.007272727272727273,19.599999999999998
184,20,2.75,1.51744244666721,11,4956.21,450.56454545454545,54,21,12,41,0,1,0.2619047619047619,25.7
185,18,3.0,1.4142135623730951,8,6032.889999999999,754.1112499999999,49,21,3,527,1,1,0.015151515151515152,22.3
186,16,3.5,1.2649110640673518,6,3841.43,640.2383333333333,49,23,4,977,1,1,0.006134969325153374,20.9
187,17,3.5294117647058822,1.585782419612773,7,3934.92,562.1314285714286,50,23,3,321,1,2,0.021739130434782608,21.9
188,17,2.6470588235294117,1.6179144164088315,10,5885.48,588.548,53,15,8,18,1,0,0.5263157894736842,24.299999999999997
189,21,2.8095238095238093,1.4006801069140524,6,5049.0,841.5,53,24,9,37,0,2,0.15789473684210525,23.099999999999998
190,20,3.25,1.3717065820970682,4,1057.02,264.255,65,21,11,748,1,0,0.0053404539385847796,25.5
191,17,2.588235294117647,1.325651892910228,6,3196.17,532.695,62,28,9,523,1,2,0.011450381679389313,25.0
192,19,3.3684210526315788,1.3000224919331835,7,6008.03,858.29,52,22,6,353,0,1,0.01977401129943503,22.900000000000002
193,20,2.9,1.252366181526625,7,6459.5599999999995,922.7942857142856,55,17,7,373,0,1,0.01871657754010695,24.0
194,15,3.2,1.0823255385643322,10,6459.61,645.961,43,18,9,904,1,2,0.011049723756906077,20.9
195,8,1.625,1.0606601717798214,10,6376.26,637.626,56,24,11,707,1,0,0.014124293785310734,23.400000000000002
196,29,3.1724137931034484,1.670520994806312,9,5412.15,601.3499999999999,54,17,10,101,0,0,0.08823529411764706,26.5
197,18,3.0555555555555554,0.9375953110592339,10,8217.14,821.7139999999999,41,18,8,221,0,0,0.04504504504504504,20.9
198,16,3.5,1.1547005383792515,7,2676.81,382.40142857142854,55,18,12,769,1,0,0.00909090909090909,23.2
199,19,3.1052631578947367,1.1969747440993466,7,7144.94,1020.7057142857142,55,23,12,627,0,0,0.011146496815286623,23.8
200,15,3.3333333333333335,1.543033499620919,8,5337.88,667.235,50,18,8,851,0,1,0.009389671361502348,22.0
201,19,2.8421052631578947,1.6754156331667822,10,8223.02,822.302,54,23,6,560,0,2,0.017825311942959002,25.0
202,17,3.0588235294117645,1.5600716423971575,3,1786.4,595.4666666666667,55,19,12,711,0,1,0.004213483146067416,21.4
203,19,3.0,1.563471919941143,6,5915.56,985.9266666666667,47,23,7,588,0,1,0.010186757215619695,20.900000000000002
204,18,3.1666666666666665,1.3394467690277296,6,3615.5899999999997,602.5983333333332,46,21,9,957,0,0,0.006263048016701462,20.4
205,19,3.473684210526316,1.4286131990551607,18,16840.47,935.5816666666667,50,20,12,168,1,2,0.10650887573964497,27.8
206,18,2.6666666666666665,1.4142135623730951,6,3967.59,661.265,37,11,7,470,1,1,0.012738853503184714,17.7
207,17,2.764705882352941,1.3932610920384718,7,2897.2,413.88571428571424,51,18,11,397,1,2,0.017587939698492462,22.199999999999996
208,22,2.9545454545454546,1.5576928215816257,3,3129.9799999999996,1043.3266666666666,52,31,6,230,1,1,0.012987012987012988,21.5
209,11,2.0,1.4142135623730951,7,6168.16,881.1657142857142,44,20,5,579,0,0,0.01206896551724138,18.9
210,18,3.5555555555555554,1.1490262999202832,11,7536.42,685.1290909090909,54,21,13,139,0,0,0.07857142857142857,25.3
211,21,2.9523809523809526,1.2440333788202984,8,8385.05,1048.13125,50,20,10,524,0,1,0.015238095238095238,23.2
212,17,2.823529411764706,1.2862393885688164,7,7485.33,1069.3328571428572,44,19,4,78,1,2,0.08860759493670886,20.1
213,15,3.066666666666667,1.3870146083619752,9,4879.54,542.1711111111111,47,21,5,39,0,2,0.225,21.6
214,16,3.0625,1.2893796958227628,5,2176.83,435.366,38,16,6,455,0,1,0.010964912280701754,17.1
215,15,3.4,1.6818357317441643,13,7067.05,543.6192307692307,51,23,8,882,0,0,0.014722536806342015,24.799999999999997
216,14,3.857142857142857,1.0994504121565505,8,4687.7699999999995,585.9712499999999,66,22,13,268,1,2,0.02973977695167286,26.6
217,27,3.0,1.2709778186044849,5,4605.32,921.064,64,19,17,633,0,1,0.007886435331230283,27.1
218,19,3.0,1.247219128924647,11,11301.88,1027.4436363636362,43,13,6,226,1,0,0.048458149779735685,22.2
219,22,3.090909090909091,1.508991808147505,2,2504.59,1252.295,46,18,7,645,0,0,0.0030959752321981426,19.2
220,18,3.0,1.8149704259460602,11,6958.66,632.6054545454546,50,24,4,260,0,1,0.0421455938697318,24.1
221,17,3.1176470588235294,1.4526851405748797,9,5626.09,625.1211111111111,52,18,7,56,1,2,0.15789473684210525,23.5
222,19,3.0526315789473686,1.4327007988227578,16,8375.35,523.459375,59,22,7,883,1,2,0.01809954751131222,29.5
223,38,2.8947368421052633,1.3713176477528488,7,9278.32,1325.4742857142858,52,20,4,86,0,2,0.08045977011494253,26.700000000000003
224,21,3.1904761904761907,1.3645163106041502,5,3004.0,600.8,52,15,9,1039,1,0,0.004807692307692308,22.3
225,13,2.6153846153846154,1.4455945454184551,11,8501.08,772.8254545454546,56,24,5,647,0,0,0.016975308641975308,24.900000000000002
226,10,2.6,1.1737877907772674,9,3418.59,379.84333333333336,46,24,6,253,0,1,0.03543307086614173,20.299999999999997
227,19,3.1578947368421053,1.5370663939515445,9,3975.7400000000002,441.7488888888889,43,18,9,844,0,0,0.010650887573964497,21.2
228,18,2.9444444444444446,1.4337208778404378,6,4316.39,719.3983333333334,48,22,8,49,0,0,0.12,21.0
229,16,3.0,1.6733200530681511,9,5129.29,569.9211111111111,41,13,7,474,1,0,0.018947368421052633,19.999999999999996
