product_id,total_ratings,avg_user_rating,rating_variance,total_purchases,total_revenue,total_views,price,category_encoded,in_stock,price_normalized,view_to_purchase_ratio,popularity_score
91,34,3.176470588235294,1.967914438502674,21,14884.36,36,201.14,7,1,0.3963927449589624,0.5675675675675675,18.708
92,29,3.3448275862068964,2.16256157635468,22,35721.75,55,476.29,2,1,0.9539973654878914,0.3928571428571428,17.665
93,48,3.4166666666666665,1.7375886524822697,18,3160.08,40,55.44,3,1,0.1011247340156044,0.4390243902439024,21.72
94,40,2.8,1.907692307692308,14,3136.5,32,69.7,4,1,0.1300233052994224,0.4242424242424242,17.696
95,38,2.473684210526316,1.5533428165007117,11,4792.32,37,133.12,6,1,0.2585469652447056,0.2894736842105263,15.911
96,34,3.2058823529411766,2.047237076648841,19,23119.2,44,405.6,7,1,0.8107407032120783,0.4222222222222222,17.932000000000002
97,47,3.1702127659574466,2.1443108233117485,19,1232.87,45,30.07,4,0,0.0497112169419394,0.4130434782608695,21.835
98,39,2.923076923076923,2.072874493927125,24,13805.95,29,194.45,0,1,0.3828351403384334,0.8,21.387
99,35,3.3714285714285714,2.0050420168067227,9,3444.72,32,143.53,2,1,0.2796433275914479,0.2727272727272727,14.196
100,39,2.871794871794872,1.746288798920378,17,8775.48,55,208.94,8,1,0.4121998176107002,0.3035714285714285,18.665
101,31,2.903225806451613,2.023655913978495,17,3573.57,38,72.93,8,1,0.1365690546154625,0.4358974358974359,16.214000000000002
102,34,3.176470588235294,1.967914438502674,18,25232.25,43,494.75,5,0,0.9914074374303372,0.4090909090909091,17.529
103,36,3.055555555555556,2.339682539682539,20,8765.0,35,175.3,5,0,0.3440267504306414,0.5555555555555556,18.905
104,39,2.923076923076923,2.4939271255060738,19,984.5,48,17.9,8,1,0.0250481305096767,0.3877551020408163,19.444
105,33,2.8181818181818183,2.4659090909090917,20,14421.78,40,267.07,4,1,0.5300030398216637,0.4878048780487805,18.02
106,39,3.3846153846153846,2.08502024291498,11,13206.0,35,330.15,3,1,0.6578376735231533,0.3055555555555556,16.205000000000002
107,39,3.641025641025641,1.4993252361673413,14,7044.57,43,180.63,6,1,0.3548282500759955,0.3181818181818182,17.429000000000002
108,28,3.071428571428572,1.8465608465608463,11,5521.94,42,162.41,7,1,0.3179045495997568,0.2558139534883721,12.926
109,24,2.625,2.331521739130435,15,12779.55,38,283.99,1,0,0.5642922281892796,0.3846153846153846,13.314
110,36,3.111111111111111,2.158730158730158,28,6800.6,31,91.9,5,1,0.1750126659235991,0.875,22.093
111,23,2.739130434782609,2.019762845849802,13,609.26,40,14.86,6,1,0.0188874252710507,0.3170731707317073,12.22
112,39,3.1794871794871797,2.045883940620783,15,18713.76,37,359.88,2,1,0.7180869388995845,0.3947368421052631,17.811
113,40,2.75,1.884615384615385,10,9451.84,42,295.37,4,1,0.5873543418786098,0.2325581395348837,16.126
114,36,3.2777777777777777,2.2634920634920626,28,31130.0,39,353.75,3,1,0.7056642010335393,0.7,22.117
115,45,2.511111111111111,1.982828282828284,15,6258.22,42,164.69,1,0,0.3225250785287263,0.3488372093023256,19.626
116,40,2.8,2.0615384615384618,18,14912.52,36,355.06,1,1,0.708318978619921,0.4864864864864865,19.308
117,42,3.071428571428572,2.06794425087108,12,6922.8,34,192.3,6,1,0.3784780626203263,0.3428571428571428,17.502
118,32,3.03125,1.837701612903225,8,13764.85,46,474.65,2,1,0.9506738271354748,0.1702127659574468,12.938
119,35,3.085714285714286,1.6689075630252106,15,6825.84,41,162.52,2,1,0.3181274698551019,0.3571428571428571,16.623
120,47,3.042553191489361,1.9111933395004623,17,10304.73,45,168.93,0,1,0.3311176410983889,0.3695652173913043,21.035
121,39,3.128205128205128,1.9041835357624832,17,19350.84,33,411.72,2,0,0.8231431756003649,0.5,18.599
122,44,2.909090909090909,2.13107822410148,16,4569.18,30,108.79,4,1,0.209241057857939,0.5161290322580645,19.69
123,46,3.152173913043478,2.354106280193237,15,1153.2,30,28.83,3,1,0.0471982976998682,0.4838709677419355,19.89
124,41,3.1463414634146343,2.278048780487804,18,20308.08,31,441.48,9,1,0.883453237410072,0.5625,19.593
125,38,3.289473684210526,1.9950213371266008,13,11780.28,32,327.23,0,0,0.651920154017631,0.3939393939393939,16.696
126,36,3.055555555555556,2.3968253968253976,17,8001.94,47,150.98,3,1,0.2947411085216334,0.3541666666666667,17.741
127,44,2.7954545454545454,2.213002114164905,14,17781.2,32,444.53,1,1,0.8896342081264565,0.4242424242424242,18.896
128,38,3.236842105263158,1.5369843527738265,14,18722.98,46,492.71,1,0,0.9872732799675752,0.2978723404255319,17.138
129,38,3.131578947368421,2.549786628733998,14,18708.06,45,445.43,2,1,0.891458101124734,0.3043478260869565,17.135
130,40,3.625,1.6249999999999996,18,13285.76,28,207.59,7,1,0.409463978113284,0.6206896551724138,19.284
131,46,2.8260869565217392,1.7468599033816423,14,5271.37,49,122.59,8,0,0.2372074171648596,0.28,19.547
132,31,2.548387096774193,1.6559139784946235,15,8629.67,47,183.61,2,0,0.3608673624480697,0.3125,15.441
133,31,3.225806451612903,2.7139784946236563,18,904.74,44,17.74,7,1,0.0247238828655385,0.4,16.632
134,28,3.0,1.9259259259259265,13,5674.68,42,157.63,0,1,0.3082176512311277,0.3023255813953488,13.726
135,39,2.8974358974358974,1.8839406207827256,9,4723.92,43,196.83,3,1,0.3876583240449894,0.2045454545454545,15.428999999999998
136,40,2.875,2.1634615384615388,23,1598.31,32,27.09,2,1,0.0436721045698652,0.696969696969697,21.296000000000003
137,37,2.918918918918919,2.576576576576576,20,1739.99,46,35.51,8,1,0.0607356368426385,0.425531914893617,19.238000000000003
138,45,3.2444444444444445,2.052525252525253,16,11335.68,44,209.92,1,1,0.4141858344310467,0.3555555555555555,20.032
139,44,3.0454545454545454,2.416490486257928,19,11884.32,30,212.22,9,1,0.4188468943155334,0.6129032258064516,20.89
140,48,3.0416666666666665,2.083333333333334,16,1630.96,42,44.08,0,1,0.0781031512817914,0.3720930232558139,20.926
141,34,2.9705882352941178,2.332442067736185,13,3442.04,42,90.58,3,1,0.1723376228594589,0.3023255813953488,15.525999999999998
142,45,3.2,2.163636363636364,20,14161.62,50,214.57,2,1,0.4236092815888134,0.392156862745098,21.65
143,34,2.794117647058824,1.9866310160427811,21,9020.2,36,132.65,2,1,0.2575944877900497,0.5675675675675675,18.708
144,38,3.236842105263158,1.861308677098151,21,12706.47,45,201.69,9,0,0.3975073462356875,0.4565217391304347,19.935
145,33,2.9696969696969697,2.03030303030303,8,7692.1,36,295.85,4,0,0.5883270848110245,0.2162162162162162,13.208000000000002
146,45,3.2444444444444445,2.097979797979798,12,11418.4,42,285.46,2,1,0.5672712534197993,0.2790697674418604,18.426
147,42,2.952380952380953,2.24157955865273,17,22060.64,36,393.94,6,0,0.7871111561455061,0.4594594594594595,19.508
148,34,2.8529411764705883,2.3110516934046346,17,19088.96,34,329.12,8,1,0.6557503293140136,0.4857142857142857,17.102
149,36,2.5277777777777777,1.456349206349207,16,8996.68,42,204.47,2,1,0.4031411490525889,0.3720930232558139,17.326
150,38,2.5526315789473686,1.767425320056899,18,16299.6,43,346.8,9,1,0.6915796939912858,0.4090909090909091,18.729000000000003
151,33,2.757575757575758,2.314393939393939,17,8612.0,45,172.24,1,1,0.3378255142364981,0.3695652173913043,16.835000000000004
152,36,2.805555555555556,1.7039682539682544,12,18482.82,38,486.39,0,0,0.974465498024116,0.3076923076923077,15.714
153,37,3.27027027027027,2.147147147147147,19,17922.239999999998,38,365.76,1,1,0.7300030398216638,0.4871794871794871,18.814
154,43,3.4186046511627906,2.106312292358804,16,23771.8,43,457.15,0,1,0.9152092410578578,0.3636363636363636,19.429
155,37,3.2972972972972974,1.436936936936937,15,21029.870000000003,37,396.79,4,0,0.7928868173067181,0.3947368421052631,17.211000000000002
156,52,2.980769230769231,2.254524886877827,18,25535.66,42,440.27,2,1,0.8810011146012767,0.4186046511627907,22.926
157,32,3.28125,2.5312500000000004,20,1474.53,42,21.37,4,1,0.0320802512919242,0.4651162790697674,17.726000000000003
158,34,3.794117647058824,1.501782531194296,25,28059.52,35,412.64,8,1,0.8250075995541595,0.6944444444444444,20.305
159,44,3.3181818181818183,1.8498942917547576,21,17533.45,36,246.95,7,1,0.4892288985712838,0.5675675675675675,21.708
160,54,3.0,2.226415094339622,16,18464.16,48,419.64,1,1,0.8391934339852062,0.3265306122448979,22.744
161,37,3.135135135135135,2.453453453453454,15,1094.46,31,29.58,4,1,0.0487182085317661,0.46875,17.193
162,39,2.9743589743589745,2.2361673414304994,11,3869.6,33,138.2,7,1,0.2688418279460938,0.3235294117647059,16.199
163,43,3.232558139534884,1.8493909191583613,15,13343.45,41,325.45,0,1,0.6483128989765934,0.3571428571428571,19.023
164,29,2.5172413793103448,2.0443349753694577,19,21386.56,38,403.52,8,0,0.8065254838382815,0.4871794871794871,16.414
165,42,3.142857142857143,1.735191637630662,15,11842.2,43,232.2,9,0,0.4593373188772925,0.3409090909090909,18.729000000000003
166,35,3.0285714285714285,1.9697478991596635,16,423.36,43,8.64,6,1,0.0062822981051778,0.3636363636363636,17.029
167,32,3.0,2.516129032258064,19,14607.6,35,243.46,8,1,0.4821562468335191,0.5277777777777778,17.305
168,36,3.138888888888889,1.9515873015873009,12,12201.86,41,329.78,8,1,0.6570878508460837,0.2857142857142857,15.723
169,43,3.0232558139534884,2.3089700996677744,14,14588.58,32,383.91,2,0,0.7667848819535921,0.4242424242424242,18.596
170,38,3.131578947368421,2.495732574679943,20,27877.08,36,362.04,1,1,0.7224642820954504,0.5405405405405406,19.508
171,53,3.037735849056604,1.8447024673439765,13,6704.8,34,197.2,9,1,0.3884081467220589,0.3714285714285714,21.202
172,33,3.0303030303030303,1.9053030303030305,14,16891.77,36,344.73,1,1,0.6873847400952477,0.3783783783783784,15.608
173,35,3.057142857142857,1.8789915966386557,15,20327.04,39,423.48,5,1,0.8469753774445233,0.375,16.617
174,34,3.3823529411764706,1.7584670231729056,13,9759.64,36,238.04,8,1,0.4711723578883372,0.3513513513513513,15.508
175,39,3.2051282051282053,1.9041835357624832,14,4600.8,37,115.02,1,0,0.2218664505015705,0.3684210526315789,17.411
176,38,2.921052631578948,2.0206258890469417,10,3751.44,32,133.98,1,0,0.2602897963319485,0.303030303030303,15.496
177,46,3.260869565217391,2.1971014492753627,12,11982.25,39,292.25,4,1,0.5810315128179147,0.3,18.717
178,33,3.0303030303030303,2.5303030303030303,18,25630.19,30,434.41,5,0,0.8691255446347148,0.5806451612903226,17.19
179,26,3.1923076923076925,2.0815384615384613,21,3796.0,46,73.0,4,0,0.136710912959773,0.4468085106382978,16.338
180,29,3.206896551724138,2.169950738916256,18,23753.95,32,431.89,2,0,0.8640186442395379,0.5454545454545454,15.996
181,41,3.073170731707317,2.7695121951219512,22,10569.24,35,160.14,1,1,0.3133042861485459,0.6111111111111112,21.205
182,40,3.175,2.1480769230769234,13,11320.14,49,290.26,7,1,0.5769986827439456,0.26,17.346999999999998
183,45,2.8666666666666667,1.8,15,14017.52,35,318.58,6,0,0.6343905157564089,0.4166666666666667,19.605
184,35,3.1142857142857143,2.1042016806722685,21,13461.0,39,269.22,4,1,0.5343601175397711,0.525,19.017
185,43,2.8372093023255816,2.2823920265780733,16,679.63,33,13.87,5,1,0.0168811429729455,0.4705882352941176,19.399
186,31,2.7096774193548385,1.6129032258064515,15,2752.8,51,68.82,1,1,0.1282399432566622,0.2884615384615384,15.453
187,44,2.9545454545454546,1.9513742071881603,18,20227.2,36,412.8,2,0,0.8253318471982977,0.4864864864864865,20.508
188,31,3.0,2.333333333333334,17,13222.0,47,264.44,5,1,0.524673219171142,0.3541666666666667,16.241
189,53,2.8679245283018866,2.539912917271408,19,22202.29,43,376.31,0,1,0.751383118857027,0.4318181818181818,23.629
190,37,3.054054054054054,2.1081081081081083,20,23721.75,41,364.95,7,1,0.7283615361232141,0.4761904761904761,19.223000000000003
191,43,3.13953488372093,2.170542635658915,16,18564.0,37,357.0,3,1,0.7122504813050967,0.4210526315789473,19.411
192,31,2.774193548387097,1.7139784946236565,12,1016.75,40,29.05,5,1,0.0476441382105583,0.2926829268292683,14.22
193,54,3.0,2.1132075471698117,12,6761.6,48,211.3,4,1,0.4169824703617388,0.2448979591836734,21.144
194,35,3.085714285714286,1.845378151260504,19,5549.4400000000005,39,106.72,0,1,0.2050461039619009,0.475,18.217
195,45,2.888888888888889,2.01010101010101,19,19309.94,43,332.93,9,1,0.6634714763400548,0.4318181818181818,21.229000000000003
196,47,3.2127659574468086,2.4754856614246066,10,8521.59,34,258.23,9,1,0.5120883574830277,0.2857142857142857,18.202
197,48,2.7916666666666665,1.9131205673758855,21,5993.14,45,103.33,3,1,0.1981761070017225,0.4565217391304347,22.935
198,35,3.085714285714286,2.080672268907563,13,6350.4,41,151.2,1,1,0.2951869490323234,0.3095238095238095,15.823
199,41,3.048780487804878,1.847560975609756,15,3632.4,31,121.08,0,1,0.2341473300233053,0.46875,18.393
200,45,2.8,1.7545454545454546,17,3232.03,43,78.83,6,1,0.148525686493059,0.3863636363636363,20.429
201,33,3.363636363636364,1.9261363636363635,14,15225.65,54,323.95,3,1,0.6452730773127976,0.2545454545454545,15.662
202,34,3.588235294117647,1.5828877005347592,12,2067.58,40,54.41,0,1,0.0990373898064646,0.2926829268292683,15.12
203,47,2.723404255319149,1.943570767807586,9,6691.969999999999,49,215.87,1,1,0.4262437936974364,0.18,17.846999999999998
204,42,3.0,1.5121951219512195,18,7546.05,44,167.69,2,1,0.3286047218563177,0.4,19.932
205,40,3.1,2.194871794871794,24,7164.0,52,95.52,1,1,0.1823487688722261,0.4528301886792453,21.756
206,40,3.175,2.40448717948718,24,26462.7,52,400.95,9,1,0.8013172560543115,0.4528301886792453,21.756
207,29,3.2413793103448274,1.7610837438423643,17,26016.64,46,490.88,2,0,0.9835646975377444,0.3617021276595745,15.638
208,41,2.707317073170732,2.06219512195122,16,19703.88,47,402.12,6,0,0.8036883169520721,0.3333333333333333,18.841
209,39,3.333333333333333,1.5964912280701755,12,712.62,36,19.26,1,0,0.0278042354848515,0.3243243243243243,16.608
210,33,3.393939393939394,2.246212121212122,25,37326.24,55,444.36,0,1,0.8892896950045598,0.4464285714285714,20.065
211,36,3.055555555555556,1.9396825396825403,17,21579.36,37,353.76,1,1,0.705684466511298,0.4473684210526316,17.711000000000002
212,28,2.7857142857142856,2.2486772486772493,16,12141.24,45,263.94,1,0,0.52365994528321,0.3478260869565217,14.935
213,41,2.975609756097561,2.274390243902439,11,6341.400000000001,36,176.15,7,1,0.3457493160401256,0.2972972972972973,16.808
214,34,2.5,1.7727272727272727,16,1376.43,29,32.01,5,0,0.0536427196271152,0.5333333333333333,16.687
215,43,3.3255813953488373,2.17718715393134,16,2355.36,42,42.06,0,1,0.0740095247745465,0.3720930232558139,19.426
216,40,2.925,2.1737179487179485,15,10493.13,37,255.93,8,0,0.5074272975985409,0.3947368421052631,18.111
217,52,3.3653846153846154,1.844268476621418,14,9057.75,47,232.25,7,1,0.4594386462660857,0.2916666666666667,21.341
218,40,3.075,2.532692307692307,13,6619.45,47,161.45,0,1,0.3159590637349275,0.2708333333333333,17.341
219,37,2.945945945945946,2.1636636636636637,21,1296.18,44,22.74,9,1,0.0348566217448576,0.4666666666666667,19.632
220,51,3.156862745098039,2.1349019607843145,19,6443.400000000001,33,107.39,5,1,0.2064038909717296,0.5588235294117647,22.999
221,39,2.8461538461538463,2.3967611336032384,17,20724.06,37,422.94,4,0,0.8458810416455568,0.4473684210526316,18.611
222,39,3.0,1.947368421052632,14,2703.36,42,61.44,1,1,0.1132840206707873,0.3255813953488372,17.426000000000002
223,44,3.25,2.0988372093023258,17,21205.29,40,415.79,1,1,0.8313912250481306,0.4146341463414634,20.12
224,45,3.333333333333333,1.7727272727272727,24,31426.5,31,448.95,3,1,0.8985915492957746,0.75,23.193
225,37,3.0,1.5555555555555556,16,4895.04,32,101.98,8,1,0.1954402675043064,0.4848484848484848,17.596
226,48,3.125,2.2393617021276597,15,16191.45,33,359.81,0,1,0.7179450805552741,0.4411764705882353,20.499
227,35,3.142857142857143,2.5378151260504205,14,19360.5,39,387.21,6,1,0.7734724896139425,0.35,16.217000000000002
228,33,2.636363636363636,1.613636363636364,8,8293.43,42,267.53,0,0,0.530935251798561,0.1860465116279069,13.226
229,40,2.875,1.804487179487179,18,19457.2,39,347.45,5,1,0.6928969500455973,0.45,19.317
230,43,2.4651162790697674,2.016611295681063,11,10676.75,50,305.05,9,0,0.6069713243489715,0.2156862745098039,17.45
231,43,3.3255813953488373,1.7009966777408638,14,6600.21,36,140.43,6,0,0.2733610294862701,0.3783783783783784,18.608
232,36,3.1666666666666665,1.5714285714285714,15,9209.64,47,209.31,2,1,0.4129496402877697,0.3125,16.940999999999995
233,42,3.095238095238096,1.795586527293844,26,32164.2,37,357.38,5,1,0.713020569459925,0.6842105263157895,23.111
234,42,3.3095238095238093,1.7799070847851337,9,9682.74,47,358.62,7,1,0.7155334887019962,0.1875,16.341
