event_id,user_id,product_id,event_type,timestamp,session_id,device,page_url,hour_of_day,day_of_week,event_type_encoded,device_encoded
6c911671-f5bb-4837-b2b2-c28c2461c797,740,269,view,2026-07-16 04:15:20,2f09b22c,desktop,/product/269,4,3,3,0
d49b7563-cedf-4926-8d30-8f67cf9283d0,25,221,view,2026-05-12 16:11:23,444fb671,tablet,/product/221,16,1,3,2
0168dba5-2bfd-4afa-ab06-5aac7550003c,799,479,view,2026-06-04 20:20:18,660d1ef0,mobile,/product/479,20,3,3,1
fd6b969c-7f4b-4378-a38e-f93db4ff7b74,251,361,view,2026-06-01 09:07:08,9ea029be,desktop,/product/361,9,0,3,0
6f285b1a-333a-4280-b382-13c016c9e74c,682,462,search,2026-05-26 10:29:52,0ca44c57,mobile,/product/462,10,1,2,1
e8e525e3-6dac-438b-8b1c-1a785a98c975,191,257,view,2026-05-21 01:16:55,6aedf1cc,mobile,/product/257,1,3,3,1
25d19dfa-fb09-4e64-a599-d381c07dcbcc,108,424,search,2026-06-11 03:32:32,7ab719fe,mobile,/product/424,3,3,2,1
8f52715b-95cc-46dc-af85-b32605ce90ad,929,418,view,2026-06-29 01:42:13,9e4498c4,desktop,/product/418,1,0,3,0
f88b10cf-2029-4240-af60-61a7a21d1786,522,483,view,2026-06-04 21:44:31,6631ede7,desktop,/product/483,21,3,3,0
3181ec89-5dc5-4fc1-95db-4ba293468620,475,206,click,2026-06-15 23:17:27,1b2fd297,tablet,/product/206,23,0,1,2
ab69c6d8-6811-4808-a78c-2cd463c2fb42,696,136,click,2026-06-25 07:12:01,cd394997,desktop,/product/136,7,3,1,0
6ef6a29d-f7dc-4b54-8083-ee00e3d9342f,593,58,click,2026-06-12 05:17:39,49b61992,tablet,/product/58,5,4,1,2
1e1b2606-2cb7-4e1f-a1d9-01ec077cad7e,587,224,view,2026-07-05 00:06:01,a917c9a9,tablet,/product/224,0,6,3,2
bf0e4b60-ee46-46d2-90b0-a83fb9dd7975,690,316,click,2026-05-06 20:14:32,dca67878,desktop,/product/316,20,2,1,0
20716c3b-e56f-4dc7-95f7-114137ea156c,3,125,view,2026-05-15 11:38:40,f1fa2d11,desktop,/product/125,11,4,3,0
e61f75b7-62fd-4c8c-b781-ee715511af6f,244,467,wishlist,2026-05-07 14:20:35,fea9bede,mobile,/product/467,14,3,4,1
03cec54a-6947-4f8e-bef7-c9a814e9e10a,335,88,view,2026-05-06 00:38:19,92b100e6,desktop,/product/88,0,2,3,0
73a7f877-a58e-475e-ba73-2407e7005cf0,714,452,view,2026-05-20 11:26:06,45aae845,tablet,/product/452,11,2,3,2
0f42e911-5102-4ba2-aeea-c27ef9b4c7bf,813,293,search,2026-04-23 16:57:02,b8e1a180,mobile,/product/293,16,3,2,1
a3e3d89a-e962-4d15-949f-0b3d1988b7ec,505,231,click,2026-06-14 17:10:26,911a3a46,desktop,/product/231,17,6,1,0
baae55b2-cf65-41f8-931a-2e37aa60fc9e,641,181,view,2026-05-23 14:18:56,a853a7aa,desktop,/product/181,14,5,3,0
9596fac4-8b4d-4926-8d97-30d2b6588708,136,263,view,2026-06-11 13:46:00,5a0c0697,tablet,/product/263,13,3,3,2
baf886ae-f825-4755-a9f5-b9bab8dd1967,736,323,view,2026-05-07 03:29:27,9d98e736,desktop,/product/323,3,3,3,0
8dbf5b02-5e70-4671-8679-7c520cb7da9a,804,73,add_to_cart,2026-05-31 00:17:02,778a2ef1,tablet,/product/73,0,6,0,2
f6876db2-ac9c-4563-926a-9d3c89870d1b,658,271,click,2026-05-05 09:40:18,7093172e,desktop,/product/271,9,1,1,0
96ac48c9-3581-4cb4-ae54-38c8062d9f59,79,387,view,2026-05-27 22:27:24,c465eb6c,mobile,/product/387,22,2,3,1
4b4246fd-e844-4d85-8d3f-4b74820ce735,878,167,click,2026-05-03 01:19:08,77d6b4c8,tablet,/product/167,1,6,1,2
91278951-d9a4-4536-b6ee-88fa0aa22a84,237,199,click,2026-06-07 01:26:52,8895e88f,desktop,/product/199,1,6,1,0
e1a19093-3fd2-4bbb-9724-9873ea5eaf68,906,386,add_to_cart,2026-05-11 06:54:52,2dcf7552,desktop,/product/386,6,0,0,0
43e6d0f8-4d35-44ed-8004-077072b2fa88,843,304,view,2026-05-06 02:53:05,c8e3a43d,tablet,/product/304,2,2,3,2
2f2a9802-06b9-43a7-962e-7c6d389d2884,486,65,search,2026-05-08 10:51:33,42f5716e,desktop,/product/65,10,4,2,0
c3831cda-626c-454d-88ab-7afd66357eda,962,348,view,2026-05-07 08:55:03,93229023,desktop,/product/348,8,3,3,0
f9a1917a-3184-4384-8cae-01f1aa38c072,194,100,view,2026-06-03 03:15:17,986486b7,tablet,/product/100,3,2,3,2
123c1c97-2089-461f-89a1-e33201639926,916,91,search,2026-06-14 21:57:05,966ad896,tablet,/product/91,21,6,2,2
de6f1e24-a8b1-41a7-bc05-02a83916c877,626,18,add_to_cart,2026-06-19 04:21:15,54811ad4,mobile,/product/18,4,4,0,1
98755ef7-7065-41c9-9088-f81c8f46e5a4,331,336,add_to_cart,2026-05-27 09:04:39,dd98ab97,mobile,/product/336,9,2,0,1
15dd7bf9-b469-46f4-80d6-2510e8d2a7f5,398,490,view,2026-05-20 23:30:16,58ff1aab,desktop,/product/490,23,2,3,0
4c490cf2-95c7-4744-baa6-6602cb8dcf43,383,433,view,2026-06-05 00:15:51,4e312478,desktop,/product/433,0,4,3,0
fba65d30-2c09-4625-85ae-c96385457120,430,67,add_to_cart,2026-07-06 23:06:40,e9ba3f8c,tablet,/product/67,23,0,0,2
ffaddc07-9f1b-46d1-836f-c3387b34150d,701,33,view,2026-07-06 14:23:29,3dda9fca,desktop,/product/33,14,0,3,0
0a15f79a-00ab-4b07-8a43-e10c20e7b702,839,445,view,2026-07-08 12:17:36,bc11330a,mobile,/product/445,12,2,3,1
0d80107d-9dd6-4a31-9051-3cfcef8186dd,103,146,view,2026-05-04 14:15:40,aa2e97ac,tablet,/product/146,14,0,3,2
24f97edf-2135-40bb-b8a6-39e44f56aa8c,489,73,click,2026-04-29 19:36:14,9521077f,desktop,/product/73,19,2,1,0
95213984-12a5-4928-bc7e-907364a0661e,102,489,view,2026-06-18 16:18:33,35a0c7d1,desktop,/product/489,16,3,3,0
d49cb79f-2ada-4b89-a090-0fdd0a5ea947,202,350,add_to_cart,2026-06-28 07:08:13,34ad4ae6,tablet,/product/350,7,6,0,2
8185fce0-35d9-4acd-afd0-2ca497987708,657,181,add_to_cart,2026-07-17 00:24:56,02bfedfc,tablet,/product/181,0,4,0,2
15c2c7a2-b235-41ec-add1-8771909268c6,749,334,wishlist,2026-06-23 23:45:17,af10c0cb,tablet,/product/334,23,1,4,2
44d27827-97a8-4c27-a2de-0e37c3856542,364,237,view,2026-06-19 14:07:41,066475da,mobile,/product/237,14,4,3,1
a0ed5c78-2ee0-4d66-a924-30418e0b9a04,550,304,click,2026-04-21 00:44:33,4ff77ec2,mobile,/product/304,0,1,1,1
21a4c6c4-f143-47c4-89bc-8e3ed9002223,478,265,view,2026-04-27 06:17:14,196d3d73,tablet,/product/265,6,0,3,2
ef993ec1-8405-47f7-8217-f8d3149f81db,311,143,view,2026-04-27 00:58:29,b10edc41,desktop,/product/143,0,0,3,0
fb620750-710c-444d-b890-4a61678be655,345,487,view,2026-06-24 12:21:16,880accc2,desktop,/product/487,12,2,3,0
ace89870-dc87-4818-8e2c-8b43330130c6,355,132,click,2026-07-15 02:44:15,679354fb,desktop,/product/132,2,2,1,0
b226343e-c407-4765-bb63-7425d37b0075,680,354,view,2026-06-01 16:29:17,0f9643cd,mobile,/product/354,16,0,3,1
c71bd73b-c8db-4f90-8252-b742df7834ba,679,476,view,2026-06-23 07:15:24,9f91c1fc,tablet,/product/476,7,1,3,2
6b34b535-b93c-4567-b432-b669ad5ba4d9,991,467,view,2026-06-02 13:49:34,1996dcaf,mobile,/product/467,13,1,3,1
1cc07c84-52e8-43d6-8b34-921da3c09277,864,382,view,2026-06-10 23:25:20,a81378ff,mobile,/product/382,23,2,3,1
13a44f1f-fa9c-45fe-8574-8738fe76d585,516,14,click,2026-05-08 19:53:42,f1a7d8dd,mobile,/product/14,19,4,1,1
02e32066-9da6-4788-a279-9bf478fdee27,28,230,click,2026-05-09 20:36:41,eed031dc,desktop,/product/230,20,5,1,0
aae2c73e-b89d-4f09-8874-b49b9d4c1e65,946,346,click,2026-05-06 10:46:17,c4ded7a3,desktop,/product/346,10,2,1,0
f39cd13c-01f5-4442-9669-111e83275e17,872,275,view,2026-07-04 17:54:52,6e416402,mobile,/product/275,17,5,3,1
336b3e93-70a3-471a-b81d-d9eaae47b81c,168,391,wishlist,2026-05-30 21:03:56,fc2fc0e3,tablet,/product/391,21,5,4,2
062ca4ea-4451-4c65-9acc-fd1d0e6390cf,911,253,view,2026-04-21 07:48:06,610f55e8,desktop,/product/253,7,1,3,0
4f93ea38-b92f-4932-a1a1-f35485ea8a4d,538,340,view,2026-06-05 00:42:48,26ef5112,tablet,/product/340,0,4,3,2
857355c7-7765-4969-80a9-907d4df6cfdf,554,118,view,2026-05-25 10:24:59,c0c2fd1f,tablet,/product/118,10,0,3,2
c198e2c4-1cda-4c0d-b7ef-2bb1103bbf98,908,129,search,2026-04-30 20:14:53,d445f64d,tablet,/product/129,20,3,2,2
c2b69d38-78b3-4432-92cf-befe56f79b57,668,265,wishlist,2026-06-27 09:50:37,ae2825fd,desktop,/product/265,9,5,4,0
364f1efd-1ad8-45b4-934b-c67eb206aab0,559,223,view,2026-05-03 06:45:40,31edddc2,mobile,/product/223,6,6,3,1
f43c22c7-d4bc-4bbc-942f-083783058dc0,302,279,view,2026-04-29 21:40:50,a4ed20c0,desktop,/product/279,21,2,3,0
cccfe7e1-b9a5-434e-b3dd-442399779ae5,153,119,add_to_cart,2026-04-28 20:25:41,9bd671f8,tablet,/product/119,20,1,0,2
86d9f77d-8d30-4404-b083-099389455617,222,100,view,2026-06-12 08:48:57,4f285181,mobile,/product/100,8,4,3,1
004a80dd-f303-409d-8ca6-70cdcf41437f,93,97,add_to_cart,2026-04-24 11:37:29,c886925d,mobile,/product/97,11,4,0,1
7c50857a-45d5-48a1-9cc8-cb698875b518,83,139,view,2026-05-06 04:54:03,2d36f02f,tablet,/product/139,4,2,3,2
6a71ea13-95d8-4c3a-9897-d90dc81f3eb9,640,240,click,2026-05-21 02:40:31,8c6d9e0c,desktop,/product/240,2,3,1,0
c01c8854-6127-44af-9d5d-6ba994343118,746,214,click,2026-05-22 11:04:02,f391274c,tablet,/product/214,11,4,1,2
d9212248-8c15-4985-9efc-c8d9b377ecf3,669,484,search,2026-06-11 19:45:45,37a553b9,mobile,/product/484,19,3,2,1
0c7c352a-3f69-4a46-8242-a977b175527b,525,140,click,2026-06-24 14:59:13,ddb42758,mobile,/product/140,14,2,1,1
d38ff052-1885-4e1b-bb16-f15b972daa60,365,352,view,2026-04-21 12:08:35,9b32f020,tablet,/product/352,12,1,3,2
ff45b2a0-854e-4f8c-9b9f-47f4a1ca34e4,99,365,view,2026-04-27 11:19:06,24bb8e38,tablet,/product/365,11,0,3,2
28eedcf1-c688-4f4b-9e59-6697e2ab7e14,355,91,view,2026-07-10 06:16:57,06894aa7,tablet,/product/91,6,4,3,2
c8561c78-4ad0-4817-a54e-aaa676d62f91,685,374,add_to_cart,2026-05-23 11:58:59,e5bda38b,mobile,/product/374,11,5,0,1
fa91e7ee-b55b-4b04-b231-a588c1bea572,48,499,click,2026-06-01 18:25:30,0c0b777f,mobile,/product/499,18,0,1,1
d8721506-bea2-4215-9eab-c0205ece9746,974,401,view,2026-05-24 12:26:37,6ca2ef40,mobile,/product/401,12,6,3,1
8ec28e45-c5ce-4cab-9984-573d97a7a8f4,80,121,click,2026-05-24 09:22:18,92bbafdc,tablet,/product/121,9,6,1,2
0ade6c31-fcdd-4b08-904b-a1718212520f,365,88,click,2026-07-06 01:12:51,1fdcf0ad,tablet,/product/88,1,0,1,2
2326d745-d54b-476f-bb23-5ebc06359b8b,891,260,view,2026-04-25 19:38:56,6060f915,tablet,/product/260,19,5,3,2
61453600-cb68-4a0d-8f70-024f10120611,488,334,click,2026-05-18 09:16:32,b9bbfe3e,mobile,/product/334,9,0,1,1
88d8ac94-43e0-4694-99a6-9c10776873ff,941,314,click,2026-06-22 01:06:12,f00c3f76,tablet,/product/314,1,0,1,2
3fa2f0ad-97ac-49f6-aa17-c6f4daeb632a,702,490,view,2026-07-18 08:24:24,cb3f51dc,mobile,/product/490,8,5,3,1
34da7ee0-0157-4291-95eb-07c0ca2e2de3,176,329,search,2026-05-29 19:46:14,469cd320,tablet,/product/329,19,4,2,2
aca1c130-364b-479f-b266-92f68c6931d9,801,115,click,2026-07-05 11:51:02,dcad357e,mobile,/product/115,11,6,1,1
565b01a5-9d1e-4d0f-b7a7-12f4c428c1e6,137,245,view,2026-06-19 22:11:13,37db8fc8,mobile,/product/245,22,4,3,1
8a9493bf-e9e0-41ed-9c21-8075479888ab,802,91,add_to_cart,2026-05-15 16:16:02,9005f012,desktop,/product/91,16,4,0,0
bff2e281-219a-4e64-bc5c-b0615be3c697,738,237,add_to_cart,2026-05-06 23:35:12,3c2b5f92,mobile,/product/237,23,2,0,1
829d7541-e990-4f32-af85-75e49115e4f0,709,374,view,2026-06-13 18:48:53,a1792d9f,tablet,/product/374,18,5,3,2
ef56d9c4-34ac-492c-b571-7aa507c17d9d,647,350,view,2026-04-30 08:19:46,f4e03373,mobile,/product/350,8,3,3,1
9f4709a4-e73f-45d1-8aa7-1bddadb4b000,424,264,click,2026-06-13 02:55:47,143720f1,tablet,/product/264,2,5,1,2
d827b2d6-e73f-46f8-be7d-94ed1caf2092,80,162,wishlist,2026-05-31 04:07:28,e5f3fe47,tablet,/product/162,4,6,4,2
b34f21ca-3bde-43f4-a217-15340a6368f2,580,412,search,2026-05-29 00:58:45,92010309,desktop,/product/412,0,4,2,0
0c2a334b-5224-4a13-a2c4-d446b1eb330f,713,337,view,2026-06-16 21:53:13,1ddb33dd,mobile,/product/337,21,1,3,1
3201e995-6ea4-4575-95cc-7a5ae05c3edd,712,68,view,2026-06-06 18:29:25,378ef4ec,tablet,/product/68,18,5,3,2
7111230c-31a1-4a90-ab2b-0aff7bd315b1,426,186,add_to_cart,2026-07-08 22:19:46,b2f5930e,mobile,/product/186,22,2,0,1
6f39018c-7359-4c52-8760-461df2cb34f1,535,335,click,2026-05-22 03:54:35,fef9d999,mobile,/product/335,3,4,1,1
5ecef647-ec26-453b-89ec-2976661c4d38,136,488,click,2026-05-16 12:09:43,32bfd79e,tablet,/product/488,12,5,1,2
20a6e71a-3c31-45a8-bb0c-92fb9bfeee66,110,139,click,2026-06-06 19:26:02,d10a59d8,desktop,/product/139,19,5,1,0
74d033a1-0d82-42a5-a8d1-23cdb0cf1272,608,13,view,2026-05-29 08:29:24,05e1b554,mobile,/product/13,8,4,3,1
0e03d2f6-18e1-4826-bbb3-017557102df1,28,283,add_to_cart,2026-05-13 09:26:09,3f81d4e7,mobile,/product/283,9,2,0,1
06ef0434-ba3c-4ba8-850e-dc8232f1b64b,397,450,view,2026-06-30 02:50:34,3f63e0d4,desktop,/product/450,2,1,3,0
a4a064d1-92e7-43f9-a62f-a66d231c6315,855,180,add_to_cart,2026-05-04 02:00:21,41a1ba09,desktop,/product/180,2,0,0,0
8b29c92e-35af-4a55-9395-5e6fa0239bac,878,46,view,2026-06-27 14:34:45,d8f18fca,tablet,/product/46,14,5,3,2
dd296a34-a2d9-4c57-8673-4a079bf00dec,701,281,click,2026-05-07 06:04:55,bc295eb6,tablet,/product/281,6,3,1,2
77a76752-de81-43ed-b77b-13350e4dbfb2,115,427,add_to_cart,2026-06-26 22:50:48,0525c043,mobile,/product/427,22,4,0,1
6c4bcbf0-f34a-4cb5-97d1-3e79af3dc20e,1000,18,click,2026-07-15 18:54:07,973c7dd2,tablet,/product/18,18,2,1,2
439ae00f-4b83-4dad-9d21-6d2220ab5347,305,188,view,2026-05-21 19:12:44,1b3d393a,tablet,/product/188,19,3,3,2
a45167cb-6f43-4fd7-8447-3528697262fe,211,345,click,2026-06-29 04:22:59,cb274a5b,mobile,/product/345,4,0,1,1
e4ce39ac-508c-428b-a7fd-1afeafb38778,154,209,click,2026-05-10 07:57:34,02d54a72,mobile,/product/209,7,6,1,1
a6ddea4c-861e-4e0f-b8dd-36e7ce33316a,313,256,click,2026-06-11 17:55:38,69021226,mobile,/product/256,17,3,1,1
30d15ec2-b477-4f0a-8aaa-b0c097f487a6,117,431,search,2026-05-22 09:36:28,b1a3d474,tablet,/product/431,9,4,2,2
8ad74edd-6606-4f13-9d6e-94b1ce62b11f,640,211,wishlist,2026-07-06 06:04:20,2a66a4dd,mobile,/product/211,6,0,4,1
18bd04b4-5a7c-48e6-a18f-152dad245ac3,217,346,search,2026-04-25 11:14:51,06dbcbe0,desktop,/product/346,11,5,2,0
49cc9719-9cc5-420a-ba51-0eb50a1c229e,987,33,click,2026-06-14 05:20:39,e81b58ec,desktop,/product/33,5,6,1,0
957946e4-031a-4885-9411-21bbab004e65,993,414,add_to_cart,2026-07-04 13:29:17,d2dc3373,tablet,/product/414,13,5,0,2
9f63b719-b6e4-4909-a14b-5d7a863e691a,832,51,add_to_cart,2026-07-04 01:30:26,1156a56c,mobile,/product/51,1,5,0,1
a0cc3559-aa71-489d-b53c-9c78c12f28a5,678,285,wishlist,2026-06-15 13:11:45,a1470212,tablet,/product/285,13,0,4,2
5a3d7684-547b-4f20-9768-449ef2e3e262,233,275,wishlist,2026-05-09 23:57:19,9e0d381d,mobile,/product/275,23,5,4,1
6525645e-fc57-40be-9726-8fab47a3761c,966,38,wishlist,2026-05-11 03:08:02,ca5b1a0a,desktop,/product/38,3,0,4,0
3508dc75-f16f-4d4d-a15f-b4f570ec4240,891,433,search,2026-05-25 23:24:28,90fca244,desktop,/product/433,23,0,2,0
24234ac1-49de-433d-b54b-0b78c556cdeb,388,242,wishlist,2026-06-28 14:27:26,3bba216a,mobile,/product/242,14,6,4,1
f0cd6f4e-d973-4f4c-a9ae-34177d356436,960,483,click,2026-04-24 12:52:44,eccd6295,mobile,/product/483,12,4,1,1
b89255de-1cf4-4036-8c44-ecd6b47c02b5,203,45,view,2026-07-12 03:07:58,e3a69042,desktop,/product/45,3,6,3,0
7950f5f6-5a0e-41ae-abb6-d3c74ea17a70,862,67,click,2026-06-06 01:13:11,4e9da940,tablet,/product/67,1,5,1,2
b94d53ab-6b21-4ddf-a1c2-75acca2f9460,5,93,view,2026-06-09 19:15:29,76912572,mobile,/product/93,19,1,3,1
1143acbb-955c-4e8a-9604-0cc73a1e59b7,564,288,view,2026-05-11 06:09:53,f9beac4d,desktop,/product/288,6,0,3,0
3f1837f1-1083-4487-a842-41eff934234d,182,251,view,2026-06-16 20:13:53,66589c05,mobile,/product/251,20,1,3,1
3122a44a-9db4-44cc-beae-007493ae5563,533,5,wishlist,2026-05-15 03:11:03,91fdc371,tablet,/product/5,3,4,4,2
ff5e82b1-a32d-4c1c-b9d1-ca7a09285bbd,850,290,view,2026-07-17 02:23:21,29c358b4,mobile,/product/290,2,4,3,1
f547b7f7-7e10-463b-855e-16629de01193,520,431,view,2026-06-09 18:27:18,a0fb2c65,mobile,/product/431,18,1,3,1
13772a7e-21b0-483d-90d1-7bdda0be1298,963,462,view,2026-07-04 22:56:20,66ce406a,desktop,/product/462,22,5,3,0
20f6ac24-92ff-417a-bb90-8b05ceb3e395,277,192,wishlist,2026-06-27 04:17:19,c893b4f6,mobile,/product/192,4,5,4,1
49c5d496-1a70-423b-9d26-fa110984f9a8,126,414,add_to_cart,2026-04-25 08:48:33,5474ebd1,desktop,/product/414,8,5,0,0
a3ba7b60-e453-4ca4-8496-d9ff499f233d,566,445,click,2026-06-24 09:57:53,aab6ae19,mobile,/product/445,9,2,1,1
da495c4c-d693-419b-a9a6-38de1c631069,914,344,view,2026-07-11 00:17:25,5b93b469,desktop,/product/344,0,5,3,0
81f2321e-3b27-4de9-b9ed-79b9ead18f44,903,418,click,2026-05-23 07:15:14,f17b0688,mobile,/product/418,7,5,1,1
6518eadf-f785-424d-9fce-71af17647971,928,75,wishlist,2026-06-27 22:18:22,d0867e2b,desktop,/product/75,22,5,4,0
eb2e1017-568c-40d0-b211-90ce1521a308,374,147,add_to_cart,2026-04-22 08:29:25,ed049ee2,mobile,/product/147,8,2,0,1
4f9ac528-0d0b-4063-a6c5-558fb54ec323,161,311,click,2026-06-19 03:19:26,6c83a898,mobile,/product/311,3,4,1,1
9fa2a516-1566-4b7b-9cb0-b786bd63b4a3,411,147,view,2026-07-12 16:04:09,4741628c,desktop,/product/147,16,6,3,0
89805350-7d15-427e-952e-9a9736e9a972,325,401,view,2026-05-11 16:28:20,57381488,desktop,/product/401,16,0,3,0
318b2903-de3e-4bc2-ba17-2ab1cca324c6,147,13,view,2026-06-13 18:29:35,47898629,mobile,/product/13,18,5,3,1
711cfe0c-2360-476b-9ed3-358e394cad72,637,413,click,2026-06-12 04:26:40,2843e14d,tablet,/product/413,4,4,1,2
089362a7-ee02-408b-b575-c2d8a7962250,209,64,click,2026-06-17 22:47:26,37e1a5c6,mobile,/product/64,22,2,1,1
851a44d4-1ab2-4904-8dfa-ca00b0e6732e,173,262,view,2026-06-21 05:37:32,46f9972b,mobile,/product/262,5,6,3,1
17e46eb7-ab02-4549-b5c2-8587f9262d65,674,195,view,2026-06-11 00:40:55,cc8bcb71,tablet,/product/195,0,3,3,2
f7de8748-6f98-4fd5-a4fe-9c8e322d4536,36,362,view,2026-07-14 23:06:35,59716fba,desktop,/product/362,23,1,3,0
f2e4f5a1-e8cd-43a6-9635-42ad6897fe0e,28,330,view,2026-05-31 01:07:10,31a039a9,mobile,/product/330,1,6,3,1
e4674d0c-1316-410c-a956-d750afeabc2c,340,135,click,2026-07-10 11:58:58,dbadad7d,desktop,/product/135,11,4,1,0
769e1b7d-1d93-412e-8ac4-451de7d1b048,633,429,search,2026-07-04 05:00:57,adbca4e9,desktop,/product/429,5,5,2,0
7d866eaa-1b40-4be4-a283-afb3de458daf,759,357,search,2026-05-02 20:23:14,da89f0cc,mobile,/product/357,20,5,2,1
be4bb7dc-17fc-4861-a8f2-8a102dd9c208,888,147,view,2026-05-27 05:36:27,fa6cf06f,tablet,/product/147,5,2,3,2
7840e636-6ae6-42c0-9413-d9b7ed368fde,299,471,search,2026-05-23 05:01:04,4cbb5679,desktop,/product/471,5,5,2,0
3238a62a-c943-4e80-8cd3-459c39cccf48,907,297,view,2026-06-18 06:36:51,17eb395f,tablet,/product/297,6,3,3,2
d068864a-4866-454e-b0b3-9362d94a8c2a,870,78,click,2026-07-16 06:38:49,13f94143,desktop,/product/78,6,3,1,0
898f3d31-06b7-4e90-aabd-3f45f75a1519,88,348,click,2026-04-29 05:51:58,3e6d8ce2,tablet,/product/348,5,2,1,2
e858723a-480e-4b3a-99ee-498be7a58501,249,344,view,2026-06-19 14:46:40,fbee7d03,tablet,/product/344,14,4,3,2
7277a492-9384-486e-8352-a4fd65c2b6c0,518,256,click,2026-07-10 02:36:45,7d31d116,tablet,/product/256,2,4,1,2
6f45613a-cb22-4999-b9ef-7c310621dbbe,733,72,click,2026-06-16 07:47:15,21defa18,desktop,/product/72,7,1,1,0
ebf42bfa-42f0-4374-8e19-c3140c3887b8,436,246,search,2026-05-25 01:25:11,13e7f8c7,mobile,/product/246,1,0,2,1
a02e6ff9-a224-4892-af99-bf7966c378cb,435,406,click,2026-05-01 07:58:08,e4f05cef,desktop,/product/406,7,4,1,0
09a601b5-573e-4ab2-a5f4-991ed5aa6a19,839,456,add_to_cart,2026-05-31 12:23:16,72700b27,mobile,/product/456,12,6,0,1
66ac3717-87bb-434e-8bb7-8b58186d7a88,85,260,wishlist,2026-07-18 06:23:54,8e96292e,mobile,/product/260,6,5,4,1
bd514595-92d4-4823-a119-f47dbf850dac,946,162,search,2026-04-28 12:24:34,4d5343d7,tablet,/product/162,12,1,2,2
db422295-95a2-47e4-b513-99ed020359c1,221,94,wishlist,2026-07-08 02:06:18,e6035c26,mobile,/product/94,2,2,4,1
2d25a5e8-ef83-4904-bdc2-d499a1f4626b,95,131,search,2026-04-26 12:49:39,a7d0b84c,desktop,/product/131,12,6,2,0
