transaction_id,user_id,product_id,quantity,unit_price,total_amount,payment_method,transaction_date,status
129,753,170,5,362.04,1810.2,wallet,2026-02-16T20:23:34,completed
130,662,228,3,267.53,802.59,wallet,2026-03-27T20:15:20,completed
131,277,457,2,70.12,140.24,debit_card,2026-06-30T10:09:53,completed
132,467,37,2,204.41,408.82,wallet,2026-07-05T07:10:45,refunded
133,560,204,4,167.69,670.76,credit_card,2026-06-24T15:47:20,completed
134,118,75,1,490.8,490.8,upi,2026-03-07T06:15:59,completed
135,228,232,4,209.31,837.24,cod,2026-06-16T17:19:31,completed
136,415,315,1,226.06,226.06,cod,2026-05-18T00:24:42,cancelled
137,463,194,2,106.72,213.44,upi,2026-04-11T06:13:31,pending
138,776,110,4,91.9,367.6,credit_card,2026-05-24T07:33:15,completed
139,409,338,4,460.49,1841.96,upi,2026-03-27T05:46:29,completed
140,778,419,5,232.88,,credit_card,2026-05-17T16:56:56,completed
141,734,251,1,114.49,114.49,upi,2026-05-23T23:24:39,pending
142,26,278,4,388.51,1554.04,wallet,2026-05-15T00:09:05,completed
143,855,127,3,444.53,1333.59,wallet,2026-01-26T04:33:25,refunded
144,179,304,1,92.82,92.82,upi,2026-07-08T23:47:36,completed
145,293,409,1,472.58,472.58,cod,2026-06-26T15:11:37,cancelled
146,443,436,3,371.09,1113.27,credit_card,2026-07-06T00:28:32,completed
147,205,298,5,260.74,1303.7,debit_card,2026-03-10T04:05:06,pending
148,867,64,5,33.66,168.3,wallet,2026-04-19T01:07:06,completed
149,560,49,1,441.09,441.09,credit_card,2026-01-28T01:11:16,completed
150,100,301,5,135.94,679.7,cod,2026-03-31T02:13:41,cancelled
151,110,311,3,81.62,244.86,wallet,2026-07-04T08:57:44,pending
152,613,438,2,108.46,216.92,wallet,2026-01-25T21:49:14,pending
153,261,132,5,183.61,918.05,cod,2026-03-02T17:36:14,completed
154,975,310,5,190.64,953.2,wallet,2026-05-18T07:40:49,completed
155,797,265,5,193.8,969.0,debit_card,2026-01-29T11:09:31,completed
156,138,378,2,59.63,119.26,cod,2026-01-21T13:03:16,completed
157,288,114,1,353.75,353.75,credit_card,2026-06-17T22:51:19,completed
158,573,129,3,445.43,,debit_card,2026-06-22T12:44:43,completed
159,622,246,1,217.11,217.11,debit_card,2026-07-16T02:26:50,pending
160,201,241,2,122.61,,wallet,2026-04-02T18:42:42,cancelled
161,296,443,3,434.37,1303.11,debit_card,2026-03-10T14:43:53,completed
162,750,484,2,183.29,366.58,credit_card,2026-03-21T04:06:27,completed
163,606,367,1,467.75,467.75,upi,2026-01-23T08:58:54,completed
164,280,496,4,168.6,674.4,cod,2026-03-26T10:19:45,completed
165,785,71,2,6.27,12.54,wallet,2026-01-29T21:01:56,completed
166,786,488,1,493.66,493.66,credit_card,2026-05-23T15:29:24,completed
167,746,355,1,326.68,326.68,credit_card,2026-05-18T07:34:15,completed
168,240,322,5,393.06,1965.3,cod,2026-06-11T11:33:38,completed
169,329,121,4,411.72,1646.88,wallet,2026-05-15T04:37:43,completed
170,865,362,5,87.62,438.1,wallet,2026-06-25T05:24:08,completed
171,61,436,5,371.09,1855.45,wallet,2026-01-28T01:08:41,completed
172,779,56,1,249.97,249.97,debit_card,2026-03-19T10:10:40,pending
173,365,25,3,271.12,813.36,wallet,2026-02-27T14:34:24,completed
174,93,50,2,283.83,567.66,upi,2026-06-25T03:03:11,pending
175,449,205,2,95.52,191.04,wallet,2026-07-03T14:09:35,completed
176,806,159,2,246.95,493.9,debit_card,2026-05-24T10:33:50,completed
177,291,136,4,27.09,108.36,cod,2026-06-01T01:14:42,completed
178,229,35,5,357.14,1785.7,credit_card,2026-04-14T05:40:16,pending
179,257,155,3,396.79,1190.37,upi,2026-01-28T07:20:00,completed
180,291,19,5,73.24,366.2,upi,2026-05-15T13:26:49,pending
181,220,184,2,269.22,538.44,upi,2026-03-23T03:16:57,completed
182,597,372,5,269.87,1349.35,debit_card,2026-06-03T05:12:05,completed
183,131,307,3,395.83,1187.49,upi,2026-06-06T16:55:15,completed
184,324,330,3,283.77,851.31,upi,2026-06-19T02:55:49,completed
185,673,14,1,186.07,186.07,wallet,2026-03-25T05:10:39,completed
186,784,181,3,160.14,480.42,cod,2026-07-02T23:19:17,completed
187,690,476,5,315.09,1575.45,wallet,2026-04-07T01:44:32,completed
188,57,11,5,97.26,486.3,credit_card,2026-05-08T03:27:31,completed
189,162,322,1,393.06,393.06,upi,2026-04-12T10:52:13,completed
190,776,80,1,5.72,5.72,wallet,2026-03-13T12:03:33,completed
191,53,158,3,412.64,1237.92,wallet,2026-06-17T11:43:03,pending
192,497,314,5,290.94,1454.7,debit_card,2026-06-14T11:47:23,completed
193,221,284,1,253.57,253.57,credit_card,2026-06-02T06:28:59,completed
194,846,181,2,160.14,320.28,upi,2026-04-02T19:53:42,completed
195,593,100,1,208.94,208.94,upi,2026-06-12T18:13:58,completed
196,123,208,3,402.12,1206.36,wallet,2026-07-13T11:05:55,cancelled
197,127,399,5,186.72,933.6,cod,2026-07-10T03:45:24,completed
198,860,256,3,225.55,676.65,debit_card,2026-04-19T06:33:13,completed
199,652,220,5,107.39,536.95,debit_card,2026-05-14T04:57:57,completed
200,987,319,5,23.69,118.45,upi,2026-07-18T02:02:09,completed
201,779,350,3,269.32,807.96,upi,2026-04-25T20:55:35,completed
202,359,147,2,393.94,787.88,cod,2026-03-26T01:54:59,completed
203,160,291,1,260.6,260.6,debit_card,2026-07-10T02:35:27,completed
204,183,405,3,313.87,941.61,wallet,2026-05-05T08:49:55,completed
205,371,489,3,424.66,1273.98,upi,2026-07-07T07:08:22,completed
206,298,452,1,70.23,70.23,credit_card,2026-04-16T08:01:39,completed
207,185,121,4,411.72,1646.88,cod,2026-06-24T09:47:48,pending
208,284,497,1,243.34,243.34,debit_card,2026-07-13T12:57:40,refunded
209,686,210,4,444.36,1777.44,cod,2026-03-29T15:56:52,completed
210,318,337,3,105.37,316.11,wallet,2026-05-18T04:30:24,completed
211,876,282,1,238.69,238.69,upi,2026-05-17T01:37:23,completed
212,64,131,2,122.59,245.18,debit_card,2026-04-28T19:25:16,completed
213,314,106,5,330.15,1650.75,debit_card,2026-04-11T07:43:18,completed
214,872,323,1,123.43,123.43,debit_card,2026-06-26T11:50:32,completed
215,410,387,3,468.43,1405.29,debit_card,2026-02-17T00:25:14,completed
216,210,445,2,252.82,505.64,credit_card,2026-03-03T08:43:55,completed
217,97,365,1,370.11,370.11,credit_card,2026-02-23T14:56:35,cancelled
218,181,297,4,24.4,97.6,wallet,2026-02-10T10:33:03,completed
219,326,162,1,138.2,138.2,cod,2026-06-27T14:36:48,completed
220,496,280,3,365.08,1095.24,debit_card,2026-01-23T14:59:16,completed
221,457,164,5,403.52,2017.6,upi,2026-03-18T12:19:53,completed
222,249,24,2,20.28,40.56,cod,2026-03-19T04:11:53,completed
223,652,233,1,357.38,357.38,cod,2026-01-25T11:33:59,completed
224,876,392,3,172.52,517.56,credit_card,2026-03-02T21:24:16,pending
225,334,357,4,234.56,938.24,wallet,2026-02-17T15:19:10,completed
226,662,139,4,212.22,848.88,credit_card,2026-04-05T19:01:07,completed
227,672,353,3,183.68,551.04,upi,2026-05-26T03:11:37,completed
228,619,414,3,277.29,831.87,debit_card,2026-07-13T17:24:02,refunded
229,137,193,1,211.3,211.3,upi,2026-03-20T07:10:24,completed
230,310,5,4,243.97,975.88,upi,2026-02-21T13:05:27,completed
231,892,7,2,53.32,106.64,credit_card,2026-05-11T16:07:52,completed
232,671,149,2,204.47,408.94,cod,2026-03-02T09:03:40,completed
233,64,496,1,168.6,168.6,cod,2026-02-01T17:18:26,completed
234,831,295,1,243.35,243.35,debit_card,2026-04-16T23:41:10,completed
235,880,455,1,420.56,420.56,wallet,2026-07-16T13:27:12,pending
236,679,162,4,138.2,552.8,upi,2026-03-25T21:09:19,refunded
237,956,80,4,5.72,22.88,wallet,2026-07-01T15:57:48,completed
238,882,319,3,23.69,71.07,cod,2026-04-25T18:28:04,completed
239,415,139,1,212.22,212.22,cod,2026-02-13T18:04:27,refunded
240,847,324,2,179.8,359.6,upi,2026-06-11T05:29:10,completed
241,477,283,1,367.95,367.95,upi,2026-02-22T16:41:15,completed
242,44,120,4,168.93,675.72,credit_card,2026-06-08T10:11:07,completed
243,119,400,1,311.77,311.77,upi,2026-03-27T23:26:54,pending
244,331,77,3,284.08,852.24,cod,2026-06-12T22:25:03,completed
245,274,323,2,123.43,246.86,credit_card,2026-07-15T19:54:32,completed
246,889,423,3,43.85,131.55,debit_card,2026-03-07T13:45:44,completed
247,85,297,1,24.4,24.4,credit_card,2026-03-03T06:46:42,completed
248,723,45,4,201.19,804.76,credit_card,2026-07-10T22:15:04,cancelled
249,928,153,5,365.76,1828.8,wallet,2026-05-04T06:27:06,cancelled
250,756,50,1,283.83,283.83,debit_card,2026-06-14T07:07:21,completed
251,304,471,3,128.79,386.37,credit_card,2026-04-26T09:29:28,completed
252,542,286,3,113.32,339.96,credit_card,2026-04-06T21:53:36,completed
253,465,191,4,357.0,1428.0,debit_card,2026-06-03T10:56:48,completed
254,323,485,2,411.03,822.06,debit_card,2026-07-16T04:37:17,completed
255,959,345,4,122.38,489.52,cod,2026-04-11T04:26:13,completed
256,324,285,3,93.68,281.04,wallet,2026-04-19T12:19:34,completed
257,343,169,2,383.91,767.82,upi,2026-02-09T03:17:51,pending
258,735,419,5,232.88,1164.4,wallet,2026-04-02T00:05:42,completed
259,496,433,3,185.81,557.43,credit_card,2026-03-29T19:17:36,completed
260,61,166,1,8.64,8.64,credit_card,2026-05-28T05:57:38,completed
261,447,341,4,376.33,1505.32,upi,2026-03-03T04:42:58,completed
262,867,307,2,395.83,791.66,debit_card,2026-02-09T15:52:46,completed
263,543,101,3,72.93,218.79,cod,2026-02-25T10:57:30,completed
264,56,110,2,91.9,183.8,debit_card,2026-03-08T14:54:59,completed
265,639,166,2,8.64,17.28,credit_card,2026-01-25T08:39:51,completed
266,9,403,4,26.67,106.68,debit_card,2026-05-03T03:49:25,completed
267,916,212,1,263.94,263.94,wallet,2026-04-20T20:26:36,pending
268,98,372,3,269.87,809.61,credit_card,2026-05-07T19:12:46,completed
269,703,140,1,44.08,44.08,cod,2026-05-05T11:39:31,completed
270,530,334,3,202.47,607.41,upi,2026-04-28T07:05:48,completed
271,657,68,5,404.52,2022.6,upi,2026-04-25T21:57:25,completed
272,238,457,4,70.12,280.48,credit_card,2026-07-16T17:40:10,pending
273,172,301,2,135.94,271.88,cod,2026-06-13T23:28:08,completed
274,290,20,3,279.68,839.04,upi,2026-07-10T10:09:26,completed
275,640,173,3,423.48,1270.44,cod,2026-05-29T04:59:46,completed
276,426,393,2,352.16,704.32,wallet,2026-04-25T10:09:31,completed
277,620,180,5,431.89,2159.45,debit_card,2026-04-24T10:35:17,cancelled
278,209,267,2,340.26,680.52,upi,2026-02-11T23:24:41,refunded
279,636,77,4,284.08,1136.32,credit_card,2026-05-28T14:03:52,completed
280,100,469,3,49.77,149.31,wallet,2026-04-21T19:49:07,completed
281,422,57,3,493.51,1480.53,upi,2026-05-05T22:25:43,pending
282,510,145,2,295.85,591.7,credit_card,2026-06-02T21:37:00,completed
283,909,411,4,210.52,842.08,upi,2026-02-07T13:51:57,pending
284,871,71,4,6.27,25.08,upi,2026-02-13T05:47:18,completed
285,954,18,1,95.61,95.61,cod,2026-06-17T10:41:36,completed
286,902,450,5,480.5,2402.5,cod,2026-03-09T15:49:48,completed
287,994,454,4,458.97,1835.88,upi,2026-06-15T20:24:06,cancelled
288,893,132,2,183.61,367.22,credit_card,2026-05-17T19:52:18,completed
289,523,71,5,6.27,31.35,debit_card,2026-04-07T16:59:58,completed
290,509,126,2,150.98,301.96,wallet,2026-05-30T05:52:47,completed
291,370,228,3,267.53,802.59,credit_card,2026-03-13T16:38:00,completed
292,842,108,4,162.41,649.64,debit_card,2026-03-17T02:09:04,cancelled
293,937,248,4,300.46,1201.84,cod,2026-05-04T12:18:11,completed
294,788,392,4,172.52,690.08,upi,2026-02-24T08:50:26,pending
295,406,370,5,157.39,786.95,credit_card,2026-07-12T21:23:23,pending
296,381,419,3,232.88,698.64,cod,2026-04-18T15:55:03,completed
297,380,239,3,346.84,1040.52,upi,2026-03-12T22:14:55,pending
298,562,235,3,348.68,1046.04,debit_card,2026-05-13T13:13:18,completed
299,3,255,2,363.37,726.74,credit_card,2026-03-03T23:31:51,completed
300,182,340,3,247.95,743.85,debit_card,2026-03-11T18:01:20,completed
301,384,23,3,210.74,632.22,upi,2026-06-03T02:31:34,completed
302,32,488,4,493.66,1974.64,wallet,2026-04-05T09:44:12,completed
303,612,268,2,74.98,149.96,cod,2026-02-26T17:25:50,completed
304,293,271,5,337.13,1685.65,wallet,2026-06-02T14:50:59,completed
305,866,349,1,239.13,239.13,upi,2026-04-13T15:38:14,completed
306,50,403,1,26.67,26.67,cod,2026-05-02T10:51:44,completed
307,643,206,5,400.95,2004.75,debit_card,2026-06-20T03:23:59,completed
308,437,406,2,360.33,720.66,cod,2026-05-27T14:45:29,completed
309,746,395,1,346.18,346.18,upi,2026-07-10T19:39:03,completed
310,40,93,2,55.44,110.88,credit_card,2026-01-23T03:26:55,cancelled
311,322,152,5,486.39,2431.95,debit_card,2026-03-24T11:39:37,completed
312,848,42,3,13.06,39.18,cod,2026-04-12T13:31:54,completed
313,285,123,2,28.83,57.66,cod,2026-05-07T20:40:37,completed
314,432,218,3,161.45,484.35,debit_card,2026-03-12T16:51:46,completed
315,666,239,4,346.84,1387.36,wallet,2026-05-11T21:34:25,completed
316,586,262,2,197.08,394.16,wallet,2026-04-11T17:37:47,completed
317,830,472,4,354.58,1418.32,wallet,2026-05-01T11:40:46,completed
318,272,93,5,55.44,277.2,upi,2026-04-22T01:29:37,completed
319,933,409,1,472.58,472.58,credit_card,2026-06-09T07:55:49,completed
320,484,233,2,357.38,714.76,wallet,2026-01-29T17:13:18,completed
321,181,467,4,98.98,395.92,wallet,2026-02-13T00:10:30,completed
322,426,59,2,38.43,76.86,cod,2026-06-29T21:52:57,completed
323,867,186,3,68.82,206.46,upi,2026-06-24T04:57:43,completed
324,357,137,3,35.51,106.53,credit_card,2026-05-20T15:40:55,completed
325,148,461,3,463.09,1389.27,credit_card,2026-02-10T21:39:11,cancelled
326,898,81,5,491.64,2458.2,upi,2026-01-30T17:36:14,completed
327,584,338,4,460.49,1841.96,credit_card,2026-05-17T17:53:31,completed
328,85,467,5,98.98,494.9,cod,2026-07-10T09:03:50,completed
329,430,483,1,84.86,84.86,upi,2026-03-17T14:33:38,completed
330,462,458,5,119.3,596.5,wallet,2026-02-09T10:37:05,completed
331,352,461,2,463.09,926.18,cod,2026-03-30T00:58:38,cancelled
332,264,484,3,183.29,549.87,cod,2026-06-25T19:07:54,completed
333,409,147,3,393.94,1181.82,credit_card,2026-05-29T05:34:38,pending
334,354,71,3,6.27,18.81,wallet,2026-05-09T08:09:02,completed
335,152,273,1,476.01,476.01,upi,2026-05-05T08:25:30,completed
336,953,407,1,401.5,401.5,cod,2026-05-04T20:46:38,pending
337,370,471,1,128.79,128.79,debit_card,2026-02-24T07:01:08,completed
338,117,7,5,53.32,266.6,upi,2026-07-03T18:02:01,completed
339,642,439,3,313.41,940.23,debit_card,2026-06-18T07:36:41,completed
340,665,148,2,329.12,658.24,debit_card,2026-06-07T22:57:31,completed
341,94,387,1,468.43,468.43,cod,2026-01-27T14:11:05,completed
342,537,375,4,85.82,343.28,debit_card,2026-05-23T03:26:52,completed
343,374,401,2,410.43,820.86,debit_card,2026-03-16T06:25:46,completed
344,242,43,3,495.96,1487.88,cod,2026-05-22T09:37:37,completed
345,707,467,5,98.98,494.9,cod,2026-03-23T16:56:30,completed
346,729,350,4,269.32,1077.28,wallet,2026-01-28T22:14:46,completed
347,569,466,1,200.83,200.83,credit_card,2026-07-18T05:09:07,completed
348,777,123,1,28.83,28.83,wallet,2026-03-01T03:38:07,completed
349,540,99,2,143.53,287.06,wallet,2026-07-07T07:26:02,pending
350,1000,453,1,345.82,345.82,credit_card,2026-02-22T08:57:18,completed
351,224,93,5,55.44,277.2,cod,2026-04-04T04:26:32,completed
352,698,336,5,252.0,1260.0,credit_card,2026-02-11T07:58:46,completed
353,725,195,3,332.93,998.79,cod,2026-04-03T00:48:11,completed
354,771,254,5,193.78,968.9,debit_card,2026-02-22T16:00:59,pending
355,198,110,3,91.9,275.7,credit_card,2026-03-20T14:15:13,completed
356,694,114,2,353.75,707.5,debit_card,2026-01-22T21:04:17,completed
357,330,18,5,95.61,478.05,wallet,2026-03-24T21:41:34,refunded
358,383,224,4,448.95,1795.8,debit_card,2026-03-20T05:14:24,completed
359,854,353,1,183.68,183.68,cod,2026-02-04T23:11:12,completed
360,822,162,3,138.2,414.6,cod,2026-01-24T04:39:53,completed
361,917,112,1,359.88,359.88,wallet,2026-01-22T15:34:26,completed
362,805,255,3,363.37,1090.11,credit_card,2026-04-21T11:22:09,completed
363,987,206,4,400.95,1603.8,wallet,2026-05-28T02:37:58,pending
364,824,381,3,79.59,238.77,wallet,2026-02-26T13:54:01,completed
365,727,57,2,493.51,987.02,debit_card,2026-04-10T21:10:25,completed
366,33,159,4,246.95,987.8,cod,2026-06-22T05:10:34,pending
367,76,83,1,487.4,487.4,cod,2026-03-11T03:22:56,completed
368,839,34,5,496.28,2481.4,cod,2026-06-07T18:55:17,completed
369,106,413,4,330.48,1321.92,cod,2026-05-01T04:51:10,completed
370,441,298,4,260.74,1042.96,debit_card,2026-06-05T01:05:26,completed
371,328,178,5,434.41,2172.05,credit_card,2026-02-10T11:27:38,completed
372,941,169,3,383.91,1151.73,cod,2026-02-08T03:10:13,pending
373,523,84,1,297.99,297.99,upi,2026-01-21T21:28:39,completed
374,224,196,1,258.23,258.23,wallet,2026-07-01T22:01:05,refunded
375,225,66,1,352.24,352.24,upi,2026-03-14T17:16:53,completed
376,344,294,1,303.0,,upi,2026-06-05T14:47:58,completed
377,604,379,1,97.96,97.96,upi,2026-04-28T13:34:00,completed
378,150,7,4,53.32,213.28,credit_card,2026-06-21T00:18:29,completed
379,35,88,3,270.28,810.84,wallet,2026-03-12T18:09:28,cancelled
380,229,467,4,98.98,395.92,credit_card,2026-04-11T19:36:53,completed
381,555,289,3,418.26,1254.78,cod,2026-07-09T21:22:17,completed
382,882,393,3,352.16,1056.48,credit_card,2026-07-02T10:16:33,completed
